"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment"
"","Plasmenyl-PC(P-18:1/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmenyl-PC(P-18:1/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmenyl-PC(P-18:1/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmenyl-PC(P-18:1/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmenyl-PC(P-18:1/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmenyl-PC(P-18:1/24:1)+HCO2","898.69076","838.66962","767.59612","490.33035","472.31979","401.2463","224.06881","365.34255","168.04314","152.99586","96.96964","78.95852","9.981996969697","10.281996969697","3132"
"","Plasmenyl-PC(P-18:1/26:0)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmenyl-PC(P-18:1/26:0)+HCO2",11.7246,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmenyl-PC(P-18:1/26:0)+HCO2",3,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmenyl-PC(P-18:1/26:0)+HCO2",78810.7,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmenyl-PC(P-18:1/26:0)+HCO2",928.739066666667,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmenyl-PC(P-18:1/26:0)+HCO2","928.73766","868.71652","797.64302","490.33035","472.31979","401.2463","224.06881","395.38945","168.04314","152.99586","96.96964","78.95852","11.5616484848485","11.8616484848485","566"
"","Plasmenyl-PC(P-20:0/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmenyl-PC(P-20:0/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmenyl-PC(P-20:0/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmenyl-PC(P-20:0/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmenyl-PC(P-20:0/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmenyl-PC(P-20:0/12:0)+HCO2","762.56546","702.54432","631.47082","520.37725","502.36669","431.2932","224.06881","199.17035","168.04314","152.99586","96.96964","78.95852","7.58775757575758","7.88775757575758","2502"
"","Plasmenyl-PC(P-20:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmenyl-PC(P-20:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmenyl-PC(P-20:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmenyl-PC(P-20:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmenyl-PC(P-20:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmenyl-PC(P-20:0/14:0)+HCO2","790.59676","730.57562","659.50212","520.37725","502.36669","431.2932","224.06881","227.20165","168.04314","152.99586","96.96964","78.95852","7.8228196969697","8.1228196969697","1060"
"","Plasmenyl-PC(P-20:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmenyl-PC(P-20:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmenyl-PC(P-20:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmenyl-PC(P-20:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmenyl-PC(P-20:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmenyl-PC(P-20:0/14:1)+HCO2","788.58116","728.56002","657.48652","520.37725","502.36669","431.2932","224.06881","225.18605","168.04314","152.99586","96.96964","78.95852","7.64452121212121","7.94452121212121","1776"
"","Plasmenyl-PC(P-20:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmenyl-PC(P-20:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmenyl-PC(P-20:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmenyl-PC(P-20:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmenyl-PC(P-20:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmenyl-PC(P-20:0/14:1)+HCO2","788.58116","728.56002","657.48652","520.37725","502.36669","431.2932","224.06881","225.18605","168.04314","152.99586","96.96964","78.95852","6.91709848484848","7.21709848484848","3363"
"","Plasmenyl-PC(P-20:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmenyl-PC(P-20:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmenyl-PC(P-20:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmenyl-PC(P-20:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmenyl-PC(P-20:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmenyl-PC(P-20:0/16:1)+HCO2","816.61246","756.59132","685.51782","520.37725","502.36669","431.2932","224.06881","253.21735","168.04314","152.99586","96.96964","78.95852","8.07845303030303","8.37845303030303","1249"
"","Plasmenyl-PC(P-20:0/18:3)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmenyl-PC(P-20:0/18:3)+HCO2",8.013856,8.013856,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmenyl-PC(P-20:0/18:3)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmenyl-PC(P-20:0/18:3)+HCO2",3855.119,123818.6,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmenyl-PC(P-20:0/18:3)+HCO2",840.6129,780.5924,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmenyl-PC(P-20:0/18:3)+HCO2","840.61246","780.59132","709.51782","520.37725","502.36669","431.2932","224.06881","277.21735","168.04314","152.99586","96.96964","78.95852","7.87178181818182","8.17178181818182","682"
"","Plasmenyl-PC(P-20:0/18:4)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmenyl-PC(P-20:0/18:4)+HCO2",6.921464,6.921464,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmenyl-PC(P-20:0/18:4)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmenyl-PC(P-20:0/18:4)+HCO2",8363.788,186200.8,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmenyl-PC(P-20:0/18:4)+HCO2",838.5977,778.5763,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmenyl-PC(P-20:0/18:4)+HCO2","838.59676","778.57562","707.50212","520.37725","502.36669","431.2932","224.06881","275.20165","168.04314","152.99586","96.96964","78.95852","6.77478333333333","7.07478333333333","484"
"","Plasmenyl-PC(P-20:0/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmenyl-PC(P-20:0/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmenyl-PC(P-20:0/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmenyl-PC(P-20:0/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmenyl-PC(P-20:0/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmenyl-PC(P-20:0/18:4)+HCO2","838.59676","778.57562","707.50212","520.37725","502.36669","431.2932","224.06881","275.20165","168.04314","152.99586","96.96964","78.95852","7.6732606060606","7.9732606060606","1701"
"","Plasmenyl-PC(P-20:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmenyl-PC(P-20:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmenyl-PC(P-20:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmenyl-PC(P-20:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmenyl-PC(P-20:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmenyl-PC(P-20:0/20:1)+HCO2","872.67506","812.65392","741.58042","520.37725","502.36669","431.2932","224.06881","309.27995","168.04314","152.99586","96.96964","78.95852","10.0408272727273","10.3408272727273","1928"
"","Plasmenyl-PC(P-20:0/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmenyl-PC(P-20:0/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmenyl-PC(P-20:0/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmenyl-PC(P-20:0/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmenyl-PC(P-20:0/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmenyl-PC(P-20:0/20:3)+HCO2","868.64376","808.62262","737.54912","520.37725","502.36669","431.2932","224.06881","305.24865","168.04314","152.99586","96.96964","78.95852","8.9291","9.2291","865"
"","Plasmenyl-PC(P-20:0/22:1)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmenyl-PC(P-20:0/22:1)+HCO2",10.99138,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmenyl-PC(P-20:0/22:1)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmenyl-PC(P-20:0/22:1)+HCO2",89225.81,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmenyl-PC(P-20:0/22:1)+HCO2",900.7072,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmenyl-PC(P-20:0/22:1)+HCO2","900.70636","840.68522","769.61172","520.37725","502.36669","431.2932","224.06881","337.31125","168.04314","152.99586","96.96964","78.95852","10.8310590909091","11.1310590909091","437"
"","Plasmenyl-PC(P-20:0/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmenyl-PC(P-20:0/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmenyl-PC(P-20:0/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmenyl-PC(P-20:0/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmenyl-PC(P-20:0/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmenyl-PC(P-20:0/22:2)+HCO2","898.69066","838.66952","767.59602","520.37725","502.36669","431.2932","224.06881","335.29555","168.04314","152.99586","96.96964","78.95852","9.981996969697","10.281996969697","3132"
"","Plasmenyl-PC(P-20:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmenyl-PC(P-20:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmenyl-PC(P-20:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmenyl-PC(P-20:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmenyl-PC(P-20:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmenyl-PC(P-20:0/22:3)+HCO2","896.67506","836.65392","765.58042","520.37725","502.36669","431.2932","224.06881","333.27995","168.04314","152.99586","96.96964","78.95852","9.8984333333333","10.1984333333333","1162"
"","Plasmenyl-PC(P-20:0/22:4)+HCO2",0,1,0,0,0,0,0,0,0,0,0,0,"8.872","9.172","736","","Plasmenyl-PC(P-20:0/22:4)+HCO2",0,9.047699,0,0,0,0,0,0,0,0,0,0,"8.872","9.172","736","","Plasmenyl-PC(P-20:0/22:4)+HCO2",0,1,0,0,0,0,0,0,0,0,0,0,"8.872","9.172","736","","Plasmenyl-PC(P-20:0/22:4)+HCO2",0,30242.2,0,0,0,0,0,0,0,0,0,0,"8.872","9.172","736","","Plasmenyl-PC(P-20:0/22:4)+HCO2",0,834.6392,0,0,0,0,0,0,0,0,0,0,"8.872","9.172","736","","Plasmenyl-PC(P-20:0/22:4)+HCO2","894.65936","834.63822","763.56472","520.37725","502.36669","431.2932","224.06881","331.26425","168.04314","152.99586","96.96964","78.95852","8.872","9.172","736"
"","Plasmenyl-PC(P-20:0/24:1)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmenyl-PC(P-20:0/24:1)+HCO2",11.7246,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmenyl-PC(P-20:0/24:1)+HCO2",3,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmenyl-PC(P-20:0/24:1)+HCO2",78810.7,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmenyl-PC(P-20:0/24:1)+HCO2",928.739066666667,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmenyl-PC(P-20:0/24:1)+HCO2","928.73766","868.71652","797.64302","520.37725","502.36669","431.2932","224.06881","365.34255","168.04314","152.99586","96.96964","78.95852","11.5616484848485","11.8616484848485","566"
"","Plasmenyl-PC(P-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmenyl-PC(P-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmenyl-PC(P-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmenyl-PC(P-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmenyl-PC(P-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmenyl-PC(P-20:1/14:0)+HCO2","788.58116","728.56002","657.48652","518.36165","500.35109","429.2776","224.06881","227.20165","168.04314","152.99586","96.96964","78.95852","7.64452121212121","7.94452121212121","1776"
"","Plasmenyl-PC(P-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmenyl-PC(P-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmenyl-PC(P-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmenyl-PC(P-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmenyl-PC(P-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmenyl-PC(P-20:1/14:0)+HCO2","788.58116","728.56002","657.48652","518.36165","500.35109","429.2776","224.06881","227.20165","168.04314","152.99586","96.96964","78.95852","6.91709848484848","7.21709848484848","3363"
"","Plasmenyl-PC(P-20:1/14:1)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"6.72870454545455","7.02870454545455","554","","Plasmenyl-PC(P-20:1/14:1)+HCO2",6.916239,6.916239,0,0,0,0,0,0,6.916239,0,0,0,"6.72870454545455","7.02870454545455","554","","Plasmenyl-PC(P-20:1/14:1)+HCO2",1,1,0,0,0,0,0,0,1,0,0,0,"6.72870454545455","7.02870454545455","554","","Plasmenyl-PC(P-20:1/14:1)+HCO2",3644.318,89306.26,0,0,0,0,0,0,644.8086,0,0,0,"6.72870454545455","7.02870454545455","554","","Plasmenyl-PC(P-20:1/14:1)+HCO2",786.567,726.5453,0,0,0,0,0,0,168.0433,0,0,0,"6.72870454545455","7.02870454545455","554","","Plasmenyl-PC(P-20:1/14:1)+HCO2","786.56556","726.54442","655.47092","518.36165","500.35109","429.2776","224.06881","225.18605","168.04314","152.99586","96.96964","78.95852","6.72870454545455","7.02870454545455","554"
"","Plasmenyl-PC(P-20:1/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmenyl-PC(P-20:1/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmenyl-PC(P-20:1/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmenyl-PC(P-20:1/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmenyl-PC(P-20:1/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmenyl-PC(P-20:1/16:0)+HCO2","816.61246","756.59132","685.51782","518.36165","500.35109","429.2776","224.06881","255.23295","168.04314","152.99586","96.96964","78.95852","8.07845303030303","8.37845303030303","1249"
"","Plasmenyl-PC(P-20:1/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmenyl-PC(P-20:1/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmenyl-PC(P-20:1/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmenyl-PC(P-20:1/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmenyl-PC(P-20:1/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmenyl-PC(P-20:1/16:1)+HCO2","814.59686","754.57572","683.50222","518.36165","500.35109","429.2776","224.06881","253.21735","168.04314","152.99586","96.96964","78.95852","7.87242424242424","8.17242424242424","1705"
"","Plasmenyl-PC(P-20:1/18:2)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmenyl-PC(P-20:1/18:2)+HCO2",8.013856,8.013856,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmenyl-PC(P-20:1/18:2)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmenyl-PC(P-20:1/18:2)+HCO2",3855.119,123818.6,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmenyl-PC(P-20:1/18:2)+HCO2",840.6129,780.5924,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmenyl-PC(P-20:1/18:2)+HCO2","840.61246","780.59132","709.51782","518.36165","500.35109","429.2776","224.06881","279.23295","168.04314","152.99586","96.96964","78.95852","7.87178181818182","8.17178181818182","682"
"","Plasmenyl-PC(P-20:1/18:3)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmenyl-PC(P-20:1/18:3)+HCO2",6.921464,6.921464,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmenyl-PC(P-20:1/18:3)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmenyl-PC(P-20:1/18:3)+HCO2",8363.788,186200.8,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmenyl-PC(P-20:1/18:3)+HCO2",838.5977,778.5763,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmenyl-PC(P-20:1/18:3)+HCO2","838.59686","778.57572","707.50222","518.36165","500.35109","429.2776","224.06881","277.21735","168.04314","152.99586","96.96964","78.95852","6.77478333333333","7.07478333333333","484"
"","Plasmenyl-PC(P-20:1/18:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmenyl-PC(P-20:1/18:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmenyl-PC(P-20:1/18:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmenyl-PC(P-20:1/18:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmenyl-PC(P-20:1/18:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmenyl-PC(P-20:1/18:3)+HCO2","838.59686","778.57572","707.50222","518.36165","500.35109","429.2776","224.06881","277.21735","168.04314","152.99586","96.96964","78.95852","7.6732606060606","7.9732606060606","1701"
"","Plasmenyl-PC(P-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","Plasmenyl-PC(P-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","Plasmenyl-PC(P-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","Plasmenyl-PC(P-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","Plasmenyl-PC(P-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","Plasmenyl-PC(P-20:1/18:4)+HCO2","836.58116","776.56002","705.48652","518.36165","500.35109","429.2776","224.06881","275.20165","168.04314","152.99586","96.96964","78.95852","5.9642803030303","6.2642803030303","1218"
"","Plasmenyl-PC(P-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","Plasmenyl-PC(P-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","Plasmenyl-PC(P-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","Plasmenyl-PC(P-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","Plasmenyl-PC(P-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","Plasmenyl-PC(P-20:1/18:4)+HCO2","836.58116","776.56002","705.48652","518.36165","500.35109","429.2776","224.06881","275.20165","168.04314","152.99586","96.96964","78.95852","6.60623484848485","6.90623484848485","2508"
