"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","RT at Max Intensity","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","Number of Scans","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","Max Intensity","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","Average m/z","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment"
"","SM(d22:2/16:0)+HCO2",0,0,0,0,"7.16355606060606","7.46355606060606","1527","","SM(d22:2/16:0)+HCO2",0,0,0,0,"7.16355606060606","7.46355606060606","1527","","SM(d22:2/16:0)+HCO2",0,0,0,0,"7.16355606060606","7.46355606060606","1527","","SM(d22:2/16:0)+HCO2",0,0,0,0,"7.16355606060606","7.46355606060606","1527","","SM(d22:2/16:0)+HCO2",0,0,0,0,"7.16355606060606","7.46355606060606","1527","","SM(d22:2/16:0)+HCO2","801.6127","741.5869","255.2329","168.0431","7.16355606060606","7.46355606060606","1527"
"","SM(d22:2/16:1)+HCO2",0,0,0,0,"5.97570454545455","6.27570454545455","3098","","SM(d22:2/16:1)+HCO2",0,0,0,0,"5.97570454545455","6.27570454545455","3098","","SM(d22:2/16:1)+HCO2",0,0,0,0,"5.97570454545455","6.27570454545455","3098","","SM(d22:2/16:1)+HCO2",0,0,0,0,"5.97570454545455","6.27570454545455","3098","","SM(d22:2/16:1)+HCO2",0,0,0,0,"5.97570454545455","6.27570454545455","3098","","SM(d22:2/16:1)+HCO2","799.5971","739.5713","253.2173","168.0431","5.97570454545455","6.27570454545455","3098"
"","SM(d22:2/18:0)+HCO2",1,0,0,1,"8.32578636363636","8.62578636363636","358","","SM(d22:2/18:0)+HCO2",8.46687,0,0,8.46687,"8.32578636363636","8.62578636363636","358","","SM(d22:2/18:0)+HCO2",1,0,0,2,"8.32578636363636","8.62578636363636","358","","SM(d22:2/18:0)+HCO2",16325.93,0,0,48413.48,"8.32578636363636","8.62578636363636","358","","SM(d22:2/18:0)+HCO2",829.645,0,0,168.0432,"8.32578636363636","8.62578636363636","358","","SM(d22:2/18:0)+HCO2","829.644","769.6182","283.2642","168.0431","8.32578636363636","8.62578636363636","358"
"","SM(d22:2/18:0)+HCO2",1,0,0,1,"8.12615303030303","8.42615303030303","401","","SM(d22:2/18:0)+HCO2",8.296491,0,0,8.296491,"8.12615303030303","8.42615303030303","401","","SM(d22:2/18:0)+HCO2",1,0,0,1,"8.12615303030303","8.42615303030303","401","","SM(d22:2/18:0)+HCO2",6138.957,0,0,18925.56,"8.12615303030303","8.42615303030303","401","","SM(d22:2/18:0)+HCO2",829.6455,0,0,168.0432,"8.12615303030303","8.42615303030303","401","","SM(d22:2/18:0)+HCO2","829.644","769.6182","283.2642","168.0431","8.12615303030303","8.42615303030303","401"
"","SM(d22:2/19:0)+HCO2",1,0,0,1,"8.85119242424242","9.15119242424242","204","","SM(d22:2/19:0)+HCO2",8.968365,0,0,8.968365,"8.85119242424242","9.15119242424242","204","","SM(d22:2/19:0)+HCO2",2,0,0,2,"8.85119242424242","9.15119242424242","204","","SM(d22:2/19:0)+HCO2",9540.545,0,0,24851.15,"8.85119242424242","9.15119242424242","204","","SM(d22:2/19:0)+HCO2",843.6607,0,0,168.0432,"8.85119242424242","9.15119242424242","204","","SM(d22:2/19:0)+HCO2","843.6597","783.6339","297.2799","168.0431","8.85119242424242","9.15119242424242","204"
"","SM(d22:2/19:0)+HCO2",1,0,0,1,"8.68075151515152","8.98075151515152","367","","SM(d22:2/19:0)+HCO2",8.968365,0,0,8.968365,"8.68075151515152","8.98075151515152","367","","SM(d22:2/19:0)+HCO2",2,0,0,2,"8.68075151515152","8.98075151515152","367","","SM(d22:2/19:0)+HCO2",9540.545,0,0,24851.15,"8.68075151515152","8.98075151515152","367","","SM(d22:2/19:0)+HCO2",843.6609,0,0,168.04315,"8.68075151515152","8.98075151515152","367","","SM(d22:2/19:0)+HCO2","843.6597","783.6339","297.2799","168.0431","8.68075151515152","8.98075151515152","367"
"","SM(d22:2/20:0)+HCO2",1,0,0,1,"9.18931666666667","9.48931666666667","93","","SM(d22:2/20:0)+HCO2",9.306672,0,0,9.306672,"9.18931666666667","9.48931666666667","93","","SM(d22:2/20:0)+HCO2",2,0,0,2,"9.18931666666667","9.48931666666667","93","","SM(d22:2/20:0)+HCO2",50138.64,0,0,108860.8,"9.18931666666667","9.48931666666667","93","","SM(d22:2/20:0)+HCO2",857.67645,0,0,168.0432,"9.18931666666667","9.48931666666667","93","","SM(d22:2/20:0)+HCO2","857.6753","797.6495","311.2955","168.0431","9.18931666666667","9.48931666666667","93"
"","SM(d22:2/20:0)+HCO2",1,0,0,1,"9.36667878787879","9.66667878787879","138","","SM(d22:2/20:0)+HCO2",9.561926,0,0,9.561926,"9.36667878787879","9.66667878787879","138","","SM(d22:2/20:0)+HCO2",2,0,0,2,"9.36667878787879","9.66667878787879","138","","SM(d22:2/20:0)+HCO2",18062.27,0,0,30000.98,"9.36667878787879","9.66667878787879","138","","SM(d22:2/20:0)+HCO2",857.67655,0,0,168.0432,"9.36667878787879","9.66667878787879","138","","SM(d22:2/20:0)+HCO2","857.6753","797.6495","311.2955","168.0431","9.36667878787879","9.66667878787879","138"
"","SM(d22:2/20:0)+HCO2",1,0,0,1,"9.03576060606061","9.33576060606061","3274","","SM(d22:2/20:0)+HCO2",9.306672,0,0,9.306672,"9.03576060606061","9.33576060606061","3274","","SM(d22:2/20:0)+HCO2",2,0,0,2,"9.03576060606061","9.33576060606061","3274","","SM(d22:2/20:0)+HCO2",50138.64,0,0,108860.8,"9.03576060606061","9.33576060606061","3274","","SM(d22:2/20:0)+HCO2",857.67605,0,0,168.04315,"9.03576060606061","9.33576060606061","3274","","SM(d22:2/20:0)+HCO2","857.6753","797.6495","311.2955","168.0431","9.03576060606061","9.33576060606061","3274"
"","SM(d22:2/20:1)+HCO2",1,0,0,1,"8.25450757575758","8.55450757575758","335","","SM(d22:2/20:1)+HCO2",8.413545,0,0,8.413545,"8.25450757575758","8.55450757575758","335","","SM(d22:2/20:1)+HCO2",1,0,0,1,"8.25450757575758","8.55450757575758","335","","SM(d22:2/20:1)+HCO2",17137.88,0,0,49076.07,"8.25450757575758","8.55450757575758","335","","SM(d22:2/20:1)+HCO2",855.6603,0,0,168.0431,"8.25450757575758","8.55450757575758","335","","SM(d22:2/20:1)+HCO2","855.6597","795.6339","309.2799","168.0431","8.25450757575758","8.55450757575758","335"
"","SM(d22:2/21:0)+HCO2",1,0,0,1,"9.50529545454545","9.80529545454545","540","","SM(d22:2/21:0)+HCO2",9.66459,0,0,9.66459,"9.50529545454545","9.80529545454545","540","","SM(d22:2/21:0)+HCO2",1,0,0,1,"9.50529545454545","9.80529545454545","540","","SM(d22:2/21:0)+HCO2",2517.2,0,0,6245.89,"9.50529545454545","9.80529545454545","540","","SM(d22:2/21:0)+HCO2",871.6918,0,0,168.043,"9.50529545454545","9.80529545454545","540","","SM(d22:2/21:0)+HCO2","871.691","811.6652","325.3112","168.0431","9.50529545454545","9.80529545454545","540"
"","SM(d22:2/21:0)+HCO2",0,0,0,0,"9.67496666666667","9.97496666666667","890","","SM(d22:2/21:0)+HCO2",0,0,0,0,"9.67496666666667","9.97496666666667","890","","SM(d22:2/21:0)+HCO2",0,0,0,0,"9.67496666666667","9.97496666666667","890","","SM(d22:2/21:0)+HCO2",0,0,0,0,"9.67496666666667","9.97496666666667","890","","SM(d22:2/21:0)+HCO2",0,0,0,0,"9.67496666666667","9.97496666666667","890","","SM(d22:2/21:0)+HCO2","871.691","811.6652","325.3112","168.0431","9.67496666666667","9.97496666666667","890"
"","SM(d22:2/21:0)+HCO2",0,0,0,0,"9.83993636363636","10.1399363636364","2965","","SM(d22:2/21:0)+HCO2",0,0,0,0,"9.83993636363636","10.1399363636364","2965","","SM(d22:2/21:0)+HCO2",0,0,0,0,"9.83993636363636","10.1399363636364","2965","","SM(d22:2/21:0)+HCO2",0,0,0,0,"9.83993636363636","10.1399363636364","2965","","SM(d22:2/21:0)+HCO2",0,0,0,0,"9.83993636363636","10.1399363636364","2965","","SM(d22:2/21:0)+HCO2","871.691","811.6652","325.3112","168.0431","9.83993636363636","10.1399363636364","2965"
"","SM(d22:2/22:0)+HCO2",0,0,0,0,"10.1390287878788","10.4390287878788","2525","","SM(d22:2/22:0)+HCO2",0,0,0,0,"10.1390287878788","10.4390287878788","2525","","SM(d22:2/22:0)+HCO2",0,0,0,0,"10.1390287878788","10.4390287878788","2525","","SM(d22:2/22:0)+HCO2",0,0,0,0,"10.1390287878788","10.4390287878788","2525","","SM(d22:2/22:0)+HCO2",0,0,0,0,"10.1390287878788","10.4390287878788","2525","","SM(d22:2/22:0)+HCO2","885.7066","825.6808","339.3268","168.0431","10.1390287878788","10.4390287878788","2525"
"","SM(d22:3/14:0)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d22:3/14:0)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d22:3/14:0)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d22:3/14:0)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d22:3/14:0)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d22:3/14:0)+HCO2","771.5658","711.54","227.2016","168.0431","4.95939545454545","5.25939545454545","1066"
"","SM(d22:3/16:0)+HCO2",0,0,0,0,"5.97570454545455","6.27570454545455","3098","","SM(d22:3/16:0)+HCO2",0,0,0,0,"5.97570454545455","6.27570454545455","3098","","SM(d22:3/16:0)+HCO2",0,0,0,0,"5.97570454545455","6.27570454545455","3098","","SM(d22:3/16:0)+HCO2",0,0,0,0,"5.97570454545455","6.27570454545455","3098","","SM(d22:3/16:0)+HCO2",0,0,0,0,"5.97570454545455","6.27570454545455","3098","","SM(d22:3/16:0)+HCO2","799.5971","739.5713","255.2329","168.0431","5.97570454545455","6.27570454545455","3098"
"","SM(d22:3/20:0)+HCO2",1,0,0,1,"8.25450757575758","8.55450757575758","335","","SM(d22:3/20:0)+HCO2",8.413545,0,0,8.413545,"8.25450757575758","8.55450757575758","335","","SM(d22:3/20:0)+HCO2",1,0,0,1,"8.25450757575758","8.55450757575758","335","","SM(d22:3/20:0)+HCO2",17137.88,0,0,49076.07,"8.25450757575758","8.55450757575758","335","","SM(d22:3/20:0)+HCO2",855.6603,0,0,168.0431,"8.25450757575758","8.55450757575758","335","","SM(d22:3/20:0)+HCO2","855.6597","795.6339","311.2955","168.0431","8.25450757575758","8.55450757575758","335"
"","SM(d23:0/15:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d23:0/15:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d23:0/15:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d23:0/15:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d23:0/15:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d23:0/15:0)+HCO2","805.6441","745.6183","241.2173","168.0431","8.62740151515151","8.92740151515151","1392"
"","SM(d23:0/15:1)+HCO2",1,0,0,1,"8.19060303030303","8.49060303030303","273","","SM(d23:0/15:1)+HCO2",8.359391,0,0,8.359391,"8.19060303030303","8.49060303030303","273","","SM(d23:0/15:1)+HCO2",1,0,0,1,"8.19060303030303","8.49060303030303","273","","SM(d23:0/15:1)+HCO2",15213.41,0,0,39075.43,"8.19060303030303","8.49060303030303","273","","SM(d23:0/15:1)+HCO2",803.6295,0,0,168.0431,"8.19060303030303","8.49060303030303","273","","SM(d23:0/15:1)+HCO2","803.6284","743.6026","239.2016","168.0431","8.19060303030303","8.49060303030303","273"
"","SM(d23:0/16:1)+HCO2",1,0,0,1,"8.75086515151515","9.05086515151515","235","","SM(d23:0/16:1)+HCO2",8.90853,0,0,8.90853,"8.75086515151515","9.05086515151515","235","","SM(d23:0/16:1)+HCO2",1,0,0,1,"8.75086515151515","9.05086515151515","235","","SM(d23:0/16:1)+HCO2",10748.71,0,0,16443.98,"8.75086515151515","9.05086515151515","235","","SM(d23:0/16:1)+HCO2",817.6455,0,0,168.0431,"8.75086515151515","9.05086515151515","235","","SM(d23:0/16:1)+HCO2","817.6441","757.6183","253.2173","168.0431","8.75086515151515","9.05086515151515","235"
"","SM(d23:0/17:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d23:0/17:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d23:0/17:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d23:0/17:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d23:0/17:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d23:0/17:0)+HCO2","833.6754","773.6496","269.2486","168.0431","9.65096666666667","9.95096666666667","611"
"","SM(d23:0/17:1)+HCO2",1,0,0,1,"9.26437575757576","9.56437575757576","103","","SM(d23:0/17:1)+HCO2",9.404144,0,0,9.404144,"9.26437575757576","9.56437575757576","103","","SM(d23:0/17:1)+HCO2",3,0,0,3,"9.26437575757576","9.56437575757576","103","","SM(d23:0/17:1)+HCO2",47392.32,0,0,108312.7,"9.26437575757576","9.56437575757576","103","","SM(d23:0/17:1)+HCO2",831.661,0,0,168.043133333333,"9.26437575757576","9.56437575757576","103","","SM(d23:0/17:1)+HCO2","831.6597","771.6339","267.2329","168.0431","9.26437575757576","9.56437575757576","103"
"","SM(d23:0/17:1)+HCO2",1,0,0,1,"9.10172727272727","9.40172727272727","734","","SM(d23:0/17:1)+HCO2",9.284525,0,0,9.284525,"9.10172727272727","9.40172727272727","734","","SM(d23:0/17:1)+HCO2",1,0,0,1,"9.10172727272727","9.40172727272727","734","","SM(d23:0/17:1)+HCO2",1896.261,0,0,2792.568,"9.10172727272727","9.40172727272727","734","","SM(d23:0/17:1)+HCO2",831.6635,0,0,168.0432,"9.10172727272727","9.40172727272727","734","","SM(d23:0/17:1)+HCO2","831.6597","771.6339","267.2329","168.0431","9.10172727272727","9.40172727272727","734"
"","SM(d23:0/17:2)+HCO2",1,0,0,1,"8.32578636363636","8.62578636363636","358","","SM(d23:0/17:2)+HCO2",8.46687,0,0,8.46687,"8.32578636363636","8.62578636363636","358","","SM(d23:0/17:2)+HCO2",1,0,0,2,"8.32578636363636","8.62578636363636","358","","SM(d23:0/17:2)+HCO2",16325.93,0,0,48413.48,"8.32578636363636","8.62578636363636","358","","SM(d23:0/17:2)+HCO2",829.645,0,0,168.0432,"8.32578636363636","8.62578636363636","358","","SM(d23:0/17:2)+HCO2","829.6441","769.6183","265.2173","168.0431","8.32578636363636","8.62578636363636","358"
"","SM(d23:0/17:2)+HCO2",1,0,0,1,"8.12615303030303","8.42615303030303","401","","SM(d23:0/17:2)+HCO2",8.296491,0,0,8.296491,"8.12615303030303","8.42615303030303","401","","SM(d23:0/17:2)+HCO2",1,0,0,1,"8.12615303030303","8.42615303030303","401","","SM(d23:0/17:2)+HCO2",6138.957,0,0,18925.56,"8.12615303030303","8.42615303030303","401","","SM(d23:0/17:2)+HCO2",829.6455,0,0,168.0432,"8.12615303030303","8.42615303030303","401","","SM(d23:0/17:2)+HCO2","829.6441","769.6183","265.2173","168.0431","8.12615303030303","8.42615303030303","401"
"","SM(d23:0/18:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d23:0/18:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d23:0/18:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d23:0/18:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d23:0/18:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d23:0/18:0)+HCO2","847.691","787.6652","283.2642","168.0431","10.1123318181818","10.4123318181818","1733"
"","SM(d23:0/18:1)+HCO2",1,0,0,1,"9.76827575757576","10.0682757575758","116","","SM(d23:0/18:1)+HCO2",9.893953,0,0,9.893953,"9.76827575757576","10.0682757575758","116","","SM(d23:0/18:1)+HCO2",1,0,0,2,"9.76827575757576","10.0682757575758","116","","SM(d23:0/18:1)+HCO2",34293.09,0,0,56189.21,"9.76827575757576","10.0682757575758","116","","SM(d23:0/18:1)+HCO2",845.6764,0,0,168.0432,"9.76827575757576","10.0682757575758","116","","SM(d23:0/18:1)+HCO2","845.6754","785.6496","281.2486","168.0431","9.76827575757576","10.0682757575758","116"
"","SM(d23:0/18:1)+HCO2",1,0,0,1,"9.5807","9.8807","513","","SM(d23:0/18:1)+HCO2",9.743843,0,0,9.743843,"9.5807","9.8807","513","","SM(d23:0/18:1)+HCO2",1,0,0,1,"9.5807","9.8807","513","","SM(d23:0/18:1)+HCO2",2434.59,0,0,4907.728,"9.5807","9.8807","513","","SM(d23:0/18:1)+HCO2",845.6754,0,0,168.0432,"9.5807","9.8807","513","","SM(d23:0/18:1)+HCO2","845.6754","785.6496","281.2486","168.0431","9.5807","9.8807","513"
"","SM(d23:0/18:2)+HCO2",1,0,0,1,"8.85119242424242","9.15119242424242","204","","SM(d23:0/18:2)+HCO2",8.968365,0,0,8.968365,"8.85119242424242","9.15119242424242","204","","SM(d23:0/18:2)+HCO2",2,0,0,2,"8.85119242424242","9.15119242424242","204","","SM(d23:0/18:2)+HCO2",9540.545,0,0,24851.15,"8.85119242424242","9.15119242424242","204","","SM(d23:0/18:2)+HCO2",843.6607,0,0,168.0432,"8.85119242424242","9.15119242424242","204","","SM(d23:0/18:2)+HCO2","843.6597","783.6339","279.2329","168.0431","8.85119242424242","9.15119242424242","204"
"","SM(d23:0/18:2)+HCO2",1,0,0,1,"8.68075151515152","8.98075151515152","367","","SM(d23:0/18:2)+HCO2",8.968365,0,0,8.968365,"8.68075151515152","8.98075151515152","367","","SM(d23:0/18:2)+HCO2",2,0,0,2,"8.68075151515152","8.98075151515152","367","","SM(d23:0/18:2)+HCO2",9540.545,0,0,24851.15,"8.68075151515152","8.98075151515152","367","","SM(d23:0/18:2)+HCO2",843.6609,0,0,168.04315,"8.68075151515152","8.98075151515152","367","","SM(d23:0/18:2)+HCO2","843.6597","783.6339","279.2329","168.0431","8.68075151515152","8.98075151515152","367"
"","SM(d23:0/19:0)+HCO2",0,0,0,0,"10.5750166666667","10.8750166666667","1231","","SM(d23:0/19:0)+HCO2",0,0,0,0,"10.5750166666667","10.8750166666667","1231","","SM(d23:0/19:0)+HCO2",0,0,0,0,"10.5750166666667","10.8750166666667","1231","","SM(d23:0/19:0)+HCO2",0,0,0,0,"10.5750166666667","10.8750166666667","1231","","SM(d23:0/19:0)+HCO2",0,0,0,0,"10.5750166666667","10.8750166666667","1231","","SM(d23:0/19:0)+HCO2","861.7067","801.6809","297.2799","168.0431","10.5750166666667","10.8750166666667","1231"
"","SM(d23:0/20:1)+HCO2",1,0,0,1,"10.501896969697","10.801896969697","516","","SM(d23:0/20:1)+HCO2",10.66496,0,0,10.66496,"10.501896969697","10.801896969697","516","","SM(d23:0/20:1)+HCO2",1,0,0,1,"10.501896969697","10.801896969697","516","","SM(d23:0/20:1)+HCO2",4198.387,0,0,3842.834,"10.501896969697","10.801896969697","516","","SM(d23:0/20:1)+HCO2",873.7089,0,0,168.0433,"10.501896969697","10.801896969697","516","","SM(d23:0/20:1)+HCO2","873.7067","813.6809","309.2799","168.0431","10.501896969697","10.801896969697","516"
"","SM(d23:0/20:1)+HCO2",0,0,0,0,"10.6741560606061","10.9741560606061","714","","SM(d23:0/20:1)+HCO2",0,0,0,0,"10.6741560606061","10.9741560606061","714","","SM(d23:0/20:1)+HCO2",0,0,0,0,"10.6741560606061","10.9741560606061","714","","SM(d23:0/20:1)+HCO2",0,0,0,0,"10.6741560606061","10.9741560606061","714","","SM(d23:0/20:1)+HCO2",0,0,0,0,"10.6741560606061","10.9741560606061","714","","SM(d23:0/20:1)+HCO2","873.7067","813.6809","309.2799","168.0431","10.6741560606061","10.9741560606061","714"
"","SM(d23:0/20:2)+HCO2",1,0,0,1,"9.50529545454545","9.80529545454545","540","","SM(d23:0/20:2)+HCO2",9.66459,0,0,9.66459,"9.50529545454545","9.80529545454545","540","","SM(d23:0/20:2)+HCO2",1,0,0,1,"9.50529545454545","9.80529545454545","540","","SM(d23:0/20:2)+HCO2",2517.2,0,0,6245.89,"9.50529545454545","9.80529545454545","540","","SM(d23:0/20:2)+HCO2",871.6918,0,0,168.043,"9.50529545454545","9.80529545454545","540","","SM(d23:0/20:2)+HCO2","871.691","811.6652","307.2642","168.0431","9.50529545454545","9.80529545454545","540"
"","SM(d23:0/20:2)+HCO2",0,0,0,0,"9.67496666666667","9.97496666666667","890","","SM(d23:0/20:2)+HCO2",0,0,0,0,"9.67496666666667","9.97496666666667","890","","SM(d23:0/20:2)+HCO2",0,0,0,0,"9.67496666666667","9.97496666666667","890","","SM(d23:0/20:2)+HCO2",0,0,0,0,"9.67496666666667","9.97496666666667","890","","SM(d23:0/20:2)+HCO2",0,0,0,0,"9.67496666666667","9.97496666666667","890","","SM(d23:0/20:2)+HCO2","871.691","811.6652","307.2642","168.0431","9.67496666666667","9.97496666666667","890"
"","SM(d23:0/20:2)+HCO2",0,0,0,0,"9.83993636363636","10.1399363636364","2965","","SM(d23:0/20:2)+HCO2",0,0,0,0,"9.83993636363636","10.1399363636364","2965","","SM(d23:0/20:2)+HCO2",0,0,0,0,"9.83993636363636","10.1399363636364","2965","","SM(d23:0/20:2)+HCO2",0,0,0,0,"9.83993636363636","10.1399363636364","2965","","SM(d23:0/20:2)+HCO2",0,0,0,0,"9.83993636363636","10.1399363636364","2965","","SM(d23:0/20:2)+HCO2","871.691","811.6652","307.2642","168.0431","9.83993636363636","10.1399363636364","2965"
"","SM(d24:0/10:0)+HCO2",0,0,0,0,"6.26434696969697","6.56434696969697","884","","SM(d24:0/10:0)+HCO2",0,0,0,0,"6.26434696969697","6.56434696969697","884","","SM(d24:0/10:0)+HCO2",0,0,0,0,"6.26434696969697","6.56434696969697","884","","SM(d24:0/10:0)+HCO2",0,0,0,0,"6.26434696969697","6.56434696969697","884","","SM(d24:0/10:0)+HCO2",0,0,0,0,"6.26434696969697","6.56434696969697","884","","SM(d24:0/10:0)+HCO2","749.5814","689.5556","171.139","168.0431","6.26434696969697","6.56434696969697","884"
"","SM(d24:0/14:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d24:0/14:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d24:0/14:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d24:0/14:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d24:0/14:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d24:0/14:0)+HCO2","805.644","745.6182","227.2016","168.0431","8.62740151515151","8.92740151515151","1392"
"","SM(d24:0/14:1)+HCO2",1,0,0,1,"8.19060303030303","8.49060303030303","273","","SM(d24:0/14:1)+HCO2",8.359391,0,0,8.359391,"8.19060303030303","8.49060303030303","273","","SM(d24:0/14:1)+HCO2",1,0,0,1,"8.19060303030303","8.49060303030303","273","","SM(d24:0/14:1)+HCO2",15213.41,0,0,39075.43,"8.19060303030303","8.49060303030303","273","","SM(d24:0/14:1)+HCO2",803.6295,0,0,168.0431,"8.19060303030303","8.49060303030303","273","","SM(d24:0/14:1)+HCO2","803.6284","743.6026","225.186","168.0431","8.19060303030303","8.49060303030303","273"
"","SM(d24:0/15:1)+HCO2",1,0,0,1,"8.75086515151515","9.05086515151515","235","","SM(d24:0/15:1)+HCO2",8.90853,0,0,8.90853,"8.75086515151515","9.05086515151515","235","","SM(d24:0/15:1)+HCO2",1,0,0,1,"8.75086515151515","9.05086515151515","235","","SM(d24:0/15:1)+HCO2",10748.71,0,0,16443.98,"8.75086515151515","9.05086515151515","235","","SM(d24:0/15:1)+HCO2",817.6455,0,0,168.0431,"8.75086515151515","9.05086515151515","235","","SM(d24:0/15:1)+HCO2","817.644","757.6182","239.2016","168.0431","8.75086515151515","9.05086515151515","235"
"","SM(d24:0/16:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d24:0/16:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d24:0/16:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d24:0/16:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d24:0/16:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d24:0/16:0)+HCO2","833.6753","773.6495","255.2329","168.0431","9.65096666666667","9.95096666666667","611"
"","SM(d24:0/16:1)+HCO2",1,0,0,1,"9.26437575757576","9.56437575757576","103","","SM(d24:0/16:1)+HCO2",9.404144,0,0,9.404144,"9.26437575757576","9.56437575757576","103","","SM(d24:0/16:1)+HCO2",3,0,0,3,"9.26437575757576","9.56437575757576","103","","SM(d24:0/16:1)+HCO2",47392.32,0,0,108312.7,"9.26437575757576","9.56437575757576","103","","SM(d24:0/16:1)+HCO2",831.661,0,0,168.043133333333,"9.26437575757576","9.56437575757576","103","","SM(d24:0/16:1)+HCO2","831.6597","771.6339","253.2173","168.0431","9.26437575757576","9.56437575757576","103"
"","SM(d24:0/16:1)+HCO2",1,0,0,1,"9.10172727272727","9.40172727272727","734","","SM(d24:0/16:1)+HCO2",9.284525,0,0,9.284525,"9.10172727272727","9.40172727272727","734","","SM(d24:0/16:1)+HCO2",1,0,0,1,"9.10172727272727","9.40172727272727","734","","SM(d24:0/16:1)+HCO2",1896.261,0,0,2792.568,"9.10172727272727","9.40172727272727","734","","SM(d24:0/16:1)+HCO2",831.6635,0,0,168.0432,"9.10172727272727","9.40172727272727","734","","SM(d24:0/16:1)+HCO2","831.6597","771.6339","253.2173","168.0431","9.10172727272727","9.40172727272727","734"
"","SM(d24:0/17:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d24:0/17:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d24:0/17:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d24:0/17:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d24:0/17:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d24:0/17:0)+HCO2","847.691","787.6652","269.2486","168.0431","10.1123318181818","10.4123318181818","1733"
"","SM(d24:0/17:1)+HCO2",1,0,0,1,"9.76827575757576","10.0682757575758","116","","SM(d24:0/17:1)+HCO2",9.893953,0,0,9.893953,"9.76827575757576","10.0682757575758","116","","SM(d24:0/17:1)+HCO2",1,0,0,2,"9.76827575757576","10.0682757575758","116","","SM(d24:0/17:1)+HCO2",34293.09,0,0,56189.21,"9.76827575757576","10.0682757575758","116","","SM(d24:0/17:1)+HCO2",845.6764,0,0,168.0432,"9.76827575757576","10.0682757575758","116","","SM(d24:0/17:1)+HCO2","845.6753","785.6495","267.2329","168.0431","9.76827575757576","10.0682757575758","116"
