LipidA-PP,[M-H]-,[M-H]-PO3H,[M-H]-PO4H3,[M-H]-R2,[M-H]-R3,[M-H]-PO4H3-R2'-O-FA,[M-H]-PO4H3-R3'-O-FA,[M-H]-(R2'-O-FA)-R2',[M-H]-(R3'-O-FA)-R3',[M-H]-R2-PO4H3,[M-H]-R3-PO4H3
LipidA-PP [18_18_14_12_3O-(14)_3O-(18)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1638.213673,1582.151113,1736.190573,1680.128013,1566.156193,1566.156193
LipidA-PP [18_18_14_12_3O-(16)_3O-(10)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1526.088493,1610.182333,1624.065393,1708.159233,1482.062293,1482.062293
LipidA-PP [18_18_14_12_3O-(16)_3O-(12)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1554.119793,1610.182353,1652.096693,1708.159253,1510.093593,1510.093593
LipidA-PP [18_18_14_12_3O-(16)_3O-(14)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1582.151093,1610.182373,1680.127993,1708.159273,1538.124893,1538.124893
LipidA-PP [18_18_14_12_3O-(16)_3O-(16)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1610.182393,1610.182393,1708.159293,1708.159293,1566.156193,1566.156193
LipidA-PP [18_18_14_12_3O-(16)_3O-(18)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1638.213693,1610.182413,1736.190593,1708.159313,1594.187493,1594.187493
LipidA-PP [18_18_14_12_3O-(18)_3O-(10)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1526.088513,1638.213633,1624.065413,1736.190533,1510.093593,1510.093593
LipidA-PP [18_18_14_12_3O-(18)_3O-(12)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1554.119813,1638.213653,1652.096713,1736.190553,1538.124893,1538.124893
LipidA-PP [18_18_14_12_3O-(18)_3O-(14)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1582.151113,1638.213673,1680.128013,1736.190573,1566.156193,1566.156193
LipidA-PP [18_18_14_12_3O-(18)_3O-(16)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1610.182413,1638.213693,1708.159313,1736.190593,1594.187493,1594.187493
LipidA-PP [18_18_14_12_3O-(18)_3O-(18)],2020.461973,1938.479993,1922.485073,1720.195693,1720.195693,1638.213713,1638.213713,1736.190613,1736.190613,1622.218793,1622.218793
LipidA-PP [18_18_14_14_3O-(10)_3O-(10)],1824.242872,1742.260892,1726.265972,1523.976592,1523.976592,1554.119732,1554.119732,1652.096632,1652.096632,1425.999692,1425.999692
LipidA-PP [18_18_14_14_3O-(10)_3O-(12)],1852.274173,1770.292193,1754.297273,1552.007893,1552.007893,1582.151033,1554.119753,1680.127933,1652.096653,1454.030993,1454.030993
LipidA-PP [18_18_14_14_3O-(10)_3O-(14)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1610.182333,1554.119773,1708.159233,1652.096673,1482.062293,1482.062293
LipidA-PP [18_18_14_14_3O-(10)_3O-(16)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1638.213633,1554.119793,1736.190533,1652.096693,1510.093593,1510.093593
LipidA-PP [18_18_14_14_3O-(10)_3O-(18)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1666.244933,1554.119813,1764.221833,1652.096713,1538.124893,1538.124893
LipidA-PP [18_18_14_14_3O-(12)_3O-(10)],1852.274173,1770.292193,1754.297273,1552.007893,1552.007893,1554.119753,1582.151033,1652.096653,1680.127933,1454.030993,1454.030993
LipidA-PP [18_18_14_14_3O-(12)_3O-(12)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1582.151053,1582.151053,1680.127953,1680.127953,1482.062293,1482.062293
LipidA-PP [18_18_14_14_3O-(12)_3O-(14)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1610.182353,1582.151073,1708.159253,1680.127973,1510.093593,1510.093593
LipidA-PP [18_18_14_14_3O-(12)_3O-(16)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1638.213653,1582.151093,1736.190553,1680.127993,1538.124893,1538.124893
LipidA-PP [18_18_14_14_3O-(12)_3O-(18)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1666.244953,1582.151113,1764.221853,1680.128013,1566.156193,1566.156193
LipidA-PP [18_18_14_14_3O-(14)_3O-(10)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1554.119773,1610.182333,1652.096673,1708.159233,1482.062293,1482.062293
LipidA-PP [18_18_14_14_3O-(14)_3O-(12)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1582.151073,1610.182353,1680.127973,1708.159253,1510.093593,1510.093593
LipidA-PP [18_18_14_14_3O-(14)_3O-(14)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1610.182373,1610.182373,1708.159273,1708.159273,1538.124893,1538.124893
LipidA-PP [18_18_14_14_3O-(14)_3O-(16)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1638.213673,1610.182393,1736.190573,1708.159293,1566.156193,1566.156193
LipidA-PP [18_18_14_14_3O-(14)_3O-(18)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1666.244973,1610.182413,1764.221873,1708.159313,1594.187493,1594.187493
LipidA-PP [18_18_14_14_3O-(16)_3O-(10)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1554.119793,1638.213633,1652.096693,1736.190533,1510.093593,1510.093593
LipidA-PP [18_18_14_14_3O-(16)_3O-(12)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1582.151093,1638.213653,1680.127993,1736.190553,1538.124893,1538.124893
LipidA-PP [18_18_14_14_3O-(16)_3O-(14)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1610.182393,1638.213673,1708.159293,1736.190573,1566.156193,1566.156193
LipidA-PP [18_18_14_14_3O-(16)_3O-(16)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1638.213693,1638.213693,1736.190593,1736.190593,1594.187493,1594.187493
LipidA-PP [18_18_14_14_3O-(16)_3O-(18)],2020.461973,1938.479993,1922.485073,1720.195693,1720.195693,1666.244993,1638.213713,1764.221893,1736.190613,1622.218793,1622.218793
LipidA-PP [18_18_14_14_3O-(18)_3O-(10)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1554.119813,1666.244933,1652.096713,1764.221833,1538.124893,1538.124893
LipidA-PP [18_18_14_14_3O-(18)_3O-(12)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1582.151113,1666.244953,1680.128013,1764.221853,1566.156193,1566.156193
LipidA-PP [18_18_14_14_3O-(18)_3O-(14)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1610.182413,1666.244973,1708.159313,1764.221873,1594.187493,1594.187493
LipidA-PP [18_18_14_14_3O-(18)_3O-(16)],2020.461973,1938.479993,1922.485073,1720.195693,1720.195693,1638.213713,1666.244993,1736.190613,1764.221893,1622.218793,1622.218793
LipidA-PP [18_18_14_14_3O-(18)_3O-(18)],2048.493273,1966.511293,1950.516373,1748.226993,1748.226993,1666.245013,1666.245013,1764.221913,1764.221913,1650.250093,1650.250093
LipidA-PP [18_18_14_16_3O-(10)_3O-(10)],1852.274173,1770.292193,1754.297273,1552.007893,1552.007893,1582.151033,1582.151033,1680.127933,1680.127933,1454.030993,1454.030993
LipidA-PP [18_18_14_16_3O-(10)_3O-(12)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1610.182333,1582.151053,1708.159233,1680.127953,1482.062293,1482.062293
LipidA-PP [18_18_14_16_3O-(10)_3O-(14)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1638.213633,1582.151073,1736.190533,1680.127973,1510.093593,1510.093593
LipidA-PP [18_18_14_16_3O-(10)_3O-(16)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1666.244933,1582.151093,1764.221833,1680.127993,1538.124893,1538.124893
LipidA-PP [18_18_14_16_3O-(10)_3O-(18)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1694.276233,1582.151113,1792.253133,1680.128013,1566.156193,1566.156193
LipidA-PP [18_18_14_16_3O-(12)_3O-(10)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1582.151053,1610.182333,1680.127953,1708.159233,1482.062293,1482.062293
LipidA-PP [18_18_14_16_3O-(12)_3O-(12)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1610.182353,1610.182353,1708.159253,1708.159253,1510.093593,1510.093593
LipidA-PP [18_18_14_16_3O-(12)_3O-(14)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1638.213653,1610.182373,1736.190553,1708.159273,1538.124893,1538.124893
LipidA-PP [18_18_14_16_3O-(12)_3O-(16)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1666.244953,1610.182393,1764.221853,1708.159293,1566.156193,1566.156193
LipidA-PP [18_18_14_16_3O-(12)_3O-(18)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1694.276253,1610.182413,1792.253153,1708.159313,1594.187493,1594.187493
LipidA-PP [18_18_14_16_3O-(14)_3O-(10)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1582.151073,1638.213633,1680.127973,1736.190533,1510.093593,1510.093593
LipidA-PP [18_18_14_16_3O-(14)_3O-(12)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1610.182373,1638.213653,1708.159273,1736.190553,1538.124893,1538.124893
LipidA-PP [18_18_14_16_3O-(14)_3O-(14)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1638.213673,1638.213673,1736.190573,1736.190573,1566.156193,1566.156193
LipidA-PP [18_18_14_16_3O-(14)_3O-(16)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1666.244973,1638.213693,1764.221873,1736.190593,1594.187493,1594.187493
LipidA-PP [18_18_14_16_3O-(14)_3O-(18)],2020.461973,1938.479993,1922.485073,1720.195693,1720.195693,1694.276273,1638.213713,1792.253173,1736.190613,1622.218793,1622.218793
LipidA-PP [18_18_14_16_3O-(16)_3O-(10)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1582.151093,1666.244933,1680.127993,1764.221833,1538.124893,1538.124893
LipidA-PP [18_18_14_16_3O-(16)_3O-(12)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1610.182393,1666.244953,1708.159293,1764.221853,1566.156193,1566.156193
LipidA-PP [18_18_14_16_3O-(16)_3O-(14)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1638.213693,1666.244973,1736.190593,1764.221873,1594.187493,1594.187493
LipidA-PP [18_18_14_16_3O-(16)_3O-(16)],2020.461973,1938.479993,1922.485073,1720.195693,1720.195693,1666.244993,1666.244993,1764.221893,1764.221893,1622.218793,1622.218793
LipidA-PP [18_18_14_16_3O-(16)_3O-(18)],2048.493273,1966.511293,1950.516373,1748.226993,1748.226993,1694.276293,1666.245013,1792.253193,1764.221913,1650.250093,1650.250093
LipidA-PP [18_18_14_16_3O-(18)_3O-(10)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1582.151113,1694.276233,1680.128013,1792.253133,1566.156193,1566.156193
LipidA-PP [18_18_14_16_3O-(18)_3O-(12)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1610.182413,1694.276253,1708.159313,1792.253153,1594.187493,1594.187493
LipidA-PP [18_18_14_16_3O-(18)_3O-(14)],2020.461973,1938.479993,1922.485073,1720.195693,1720.195693,1638.213713,1694.276273,1736.190613,1792.253173,1622.218793,1622.218793
LipidA-PP [18_18_14_16_3O-(18)_3O-(16)],2048.493273,1966.511293,1950.516373,1748.226993,1748.226993,1666.245013,1694.276293,1764.221913,1792.253193,1650.250093,1650.250093
LipidA-PP [18_18_14_16_3O-(18)_3O-(18)],2076.524574,1994.542594,1978.547674,1776.258294,1776.258294,1694.276314,1694.276314,1792.253214,1792.253214,1678.281394,1678.281394
LipidA-PP [18_18_14_18_3O-(10)_3O-(10)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1610.182333,1610.182333,1708.159233,1708.159233,1482.062293,1482.062293
LipidA-PP [18_18_14_18_3O-(10)_3O-(12)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1638.213633,1610.182353,1736.190533,1708.159253,1510.093593,1510.093593
LipidA-PP [18_18_14_18_3O-(10)_3O-(14)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1666.244933,1610.182373,1764.221833,1708.159273,1538.124893,1538.124893
LipidA-PP [18_18_14_18_3O-(10)_3O-(16)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1694.276233,1610.182393,1792.253133,1708.159293,1566.156193,1566.156193
LipidA-PP [18_18_14_18_3O-(10)_3O-(18)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1722.307533,1610.182413,1820.284433,1708.159313,1594.187493,1594.187493
LipidA-PP [18_18_14_18_3O-(12)_3O-(10)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1610.182353,1638.213633,1708.159253,1736.190533,1510.093593,1510.093593
LipidA-PP [18_18_14_18_3O-(12)_3O-(12)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1638.213653,1638.213653,1736.190553,1736.190553,1538.124893,1538.124893
LipidA-PP [18_18_14_18_3O-(12)_3O-(14)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1666.244953,1638.213673,1764.221853,1736.190573,1566.156193,1566.156193
LipidA-PP [18_18_14_18_3O-(12)_3O-(16)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1694.276253,1638.213693,1792.253153,1736.190593,1594.187493,1594.187493
LipidA-PP [18_18_14_18_3O-(12)_3O-(18)],2020.461973,1938.479993,1922.485073,1720.195693,1720.195693,1722.307553,1638.213713,1820.284453,1736.190613,1622.218793,1622.218793
LipidA-PP [18_18_14_18_3O-(14)_3O-(10)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1610.182373,1666.244933,1708.159273,1764.221833,1538.124893,1538.124893
LipidA-PP [18_18_14_18_3O-(14)_3O-(12)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1638.213673,1666.244953,1736.190573,1764.221853,1566.156193,1566.156193
LipidA-PP [18_18_14_18_3O-(14)_3O-(14)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1666.244973,1666.244973,1764.221873,1764.221873,1594.187493,1594.187493
LipidA-PP [18_18_14_18_3O-(14)_3O-(16)],2020.461973,1938.479993,1922.485073,1720.195693,1720.195693,1694.276273,1666.244993,1792.253173,1764.221893,1622.218793,1622.218793
LipidA-PP [18_18_14_18_3O-(14)_3O-(18)],2048.493273,1966.511293,1950.516373,1748.226993,1748.226993,1722.307573,1666.245013,1820.284473,1764.221913,1650.250093,1650.250093
LipidA-PP [18_18_14_18_3O-(16)_3O-(10)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1610.182393,1694.276233,1708.159293,1792.253133,1566.156193,1566.156193
LipidA-PP [18_18_14_18_3O-(16)_3O-(12)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1638.213693,1694.276253,1736.190593,1792.253153,1594.187493,1594.187493
LipidA-PP [18_18_14_18_3O-(16)_3O-(14)],2020.461973,1938.479993,1922.485073,1720.195693,1720.195693,1666.244993,1694.276273,1764.221893,1792.253173,1622.218793,1622.218793
LipidA-PP [18_18_14_18_3O-(16)_3O-(16)],2048.493273,1966.511293,1950.516373,1748.226993,1748.226993,1694.276293,1694.276293,1792.253193,1792.253193,1650.250093,1650.250093
LipidA-PP [18_18_14_18_3O-(16)_3O-(18)],2076.524574,1994.542594,1978.547674,1776.258294,1776.258294,1722.307594,1694.276314,1820.284494,1792.253214,1678.281394,1678.281394
LipidA-PP [18_18_14_18_3O-(18)_3O-(10)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1610.182413,1722.307533,1708.159313,1820.284433,1594.187493,1594.187493
LipidA-PP [18_18_14_18_3O-(18)_3O-(12)],2020.461973,1938.479993,1922.485073,1720.195693,1720.195693,1638.213713,1722.307553,1736.190613,1820.284453,1622.218793,1622.218793
LipidA-PP [18_18_14_18_3O-(18)_3O-(14)],2048.493273,1966.511293,1950.516373,1748.226993,1748.226993,1666.245013,1722.307573,1764.221913,1820.284473,1650.250093,1650.250093
LipidA-PP [18_18_14_18_3O-(18)_3O-(16)],2076.524574,1994.542594,1978.547674,1776.258294,1776.258294,1694.276314,1722.307594,1792.253214,1820.284494,1678.281394,1678.281394
LipidA-PP [18_18_14_18_3O-(18)_3O-(18)],2104.555874,2022.573894,2006.578974,1804.289594,1804.289594,1722.307614,1722.307614,1820.284514,1820.284514,1706.312694,1706.312694
LipidA-PP [18_18_16_10_3O-(10)_3O-(10)],1796.211572,1714.229592,1698.234672,1495.945292,1495.945292,1526.088432,1526.088432,1624.065332,1624.065332,1397.968392,1397.968392
LipidA-PP [18_18_16_10_3O-(10)_3O-(12)],1824.242872,1742.260892,1726.265972,1523.976592,1523.976592,1554.119732,1526.088452,1652.096632,1624.065352,1425.999692,1425.999692
LipidA-PP [18_18_16_10_3O-(10)_3O-(14)],1852.274173,1770.292193,1754.297273,1552.007893,1552.007893,1582.151033,1526.088473,1680.127933,1624.065373,1454.030993,1454.030993
LipidA-PP [18_18_16_10_3O-(10)_3O-(16)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1610.182333,1526.088493,1708.159233,1624.065393,1482.062293,1482.062293
LipidA-PP [18_18_16_10_3O-(10)_3O-(18)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1638.213633,1526.088513,1736.190533,1624.065413,1510.093593,1510.093593
LipidA-PP [18_18_16_10_3O-(12)_3O-(10)],1824.242872,1742.260892,1726.265972,1523.976592,1523.976592,1526.088452,1554.119732,1624.065352,1652.096632,1425.999692,1425.999692
LipidA-PP [18_18_16_10_3O-(12)_3O-(12)],1852.274173,1770.292193,1754.297273,1552.007893,1552.007893,1554.119753,1554.119753,1652.096653,1652.096653,1454.030993,1454.030993
LipidA-PP [18_18_16_10_3O-(12)_3O-(14)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1582.151053,1554.119773,1680.127953,1652.096673,1482.062293,1482.062293
LipidA-PP [18_18_16_10_3O-(12)_3O-(16)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1610.182353,1554.119793,1708.159253,1652.096693,1510.093593,1510.093593
LipidA-PP [18_18_16_10_3O-(12)_3O-(18)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1638.213653,1554.119813,1736.190553,1652.096713,1538.124893,1538.124893
LipidA-PP [18_18_16_10_3O-(14)_3O-(10)],1852.274173,1770.292193,1754.297273,1552.007893,1552.007893,1526.088473,1582.151033,1624.065373,1680.127933,1454.030993,1454.030993
LipidA-PP [18_18_16_10_3O-(14)_3O-(12)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1554.119773,1582.151053,1652.096673,1680.127953,1482.062293,1482.062293
LipidA-PP [18_18_16_10_3O-(14)_3O-(14)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1582.151073,1582.151073,1680.127973,1680.127973,1510.093593,1510.093593
LipidA-PP [18_18_16_10_3O-(14)_3O-(16)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1610.182373,1582.151093,1708.159273,1680.127993,1538.124893,1538.124893
LipidA-PP [18_18_16_10_3O-(14)_3O-(18)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1638.213673,1582.151113,1736.190573,1680.128013,1566.156193,1566.156193
LipidA-PP [18_18_16_10_3O-(16)_3O-(10)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1526.088493,1610.182333,1624.065393,1708.159233,1482.062293,1482.062293
LipidA-PP [18_18_16_10_3O-(16)_3O-(12)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1554.119793,1610.182353,1652.096693,1708.159253,1510.093593,1510.093593
LipidA-PP [18_18_16_10_3O-(16)_3O-(14)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1582.151093,1610.182373,1680.127993,1708.159273,1538.124893,1538.124893
LipidA-PP [18_18_16_10_3O-(16)_3O-(16)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1610.182393,1610.182393,1708.159293,1708.159293,1566.156193,1566.156193
LipidA-PP [18_18_16_10_3O-(16)_3O-(18)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1638.213693,1610.182413,1736.190593,1708.159313,1594.187493,1594.187493
LipidA-PP [18_18_16_10_3O-(18)_3O-(10)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1526.088513,1638.213633,1624.065413,1736.190533,1510.093593,1510.093593
LipidA-PP [18_18_16_10_3O-(18)_3O-(12)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1554.119813,1638.213653,1652.096713,1736.190553,1538.124893,1538.124893
LipidA-PP [18_18_16_10_3O-(18)_3O-(14)],1964.399373,1882.417393,1866.422473,1664.133093,1664.133093,1582.151113,1638.213673,1680.128013,1736.190573,1566.156193,1566.156193
LipidA-PP [18_18_16_10_3O-(18)_3O-(16)],1992.430673,1910.448693,1894.453773,1692.164393,1692.164393,1610.182413,1638.213693,1708.159313,1736.190593,1594.187493,1594.187493
LipidA-PP [18_18_16_10_3O-(18)_3O-(18)],2020.461973,1938.479993,1922.485073,1720.195693,1720.195693,1638.213713,1638.213713,1736.190613,1736.190613,1622.218793,1622.218793
LipidA-PP [18_18_16_12_3O-(10)_3O-(10)],1824.242872,1742.260892,1726.265972,1523.976592,1523.976592,1554.119732,1554.119732,1652.096632,1652.096632,1425.999692,1425.999692
LipidA-PP [18_18_16_12_3O-(10)_3O-(12)],1852.274173,1770.292193,1754.297273,1552.007893,1552.007893,1582.151033,1554.119753,1680.127933,1652.096653,1454.030993,1454.030993
LipidA-PP [18_18_16_12_3O-(10)_3O-(14)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1610.182333,1554.119773,1708.159233,1652.096673,1482.062293,1482.062293
LipidA-PP [18_18_16_12_3O-(10)_3O-(16)],1908.336773,1826.354793,1810.359873,1608.070493,1608.070493,1638.213633,1554.119793,1736.190533,1652.096693,1510.093593,1510.093593
LipidA-PP [18_18_16_12_3O-(10)_3O-(18)],1936.368073,1854.386093,1838.391173,1636.101793,1636.101793,1666.244933,1554.119813,1764.221833,1652.096713,1538.124893,1538.124893
LipidA-PP [18_18_16_12_3O-(12)_3O-(10)],1852.274173,1770.292193,1754.297273,1552.007893,1552.007893,1554.119753,1582.151033,1652.096653,1680.127933,1454.030993,1454.030993
LipidA-PP [18_18_16_12_3O-(12)_3O-(12)],1880.305473,1798.323493,1782.328573,1580.039193,1580.039193,1582.151053,1582.151053,1680.127953,1680.127953,1482.062293,1482.062293
