ether-TG,[M+NH4],NL R2COOH,NL R3COOH,RCO_2,RCO_3,RCO2+74.0368,RCO3+74.0368,RCO2+74-H2O,RCO3+74-H2O
plasmanyl-TG(O-18:0_17:2_24:1)+NH4,958.91625,675.66495,575.53975,249.22134,349.34654,323.2581364,423.3833364,305.2475714,405.3727714
plasmanyl-TG(O-18:0_17:2_25:0)+NH4,974.94755,691.69625,575.53975,249.22134,365.37784,323.2581364,439.4146364,305.2475714,421.4040714
plasmanyl-TG(O-18:0_17:2_26:0)+NH4,988.96315,705.71185,575.53975,249.22134,379.39344,323.2581364,453.4302364,305.2475714,435.4196714
plasmanyl-TG(O-18:0_18:0_18:0)+NH4,894.88485,593.58665,593.58665,267.26824,267.26824,341.3050364,341.3050364,323.2944714,323.2944714
plasmanyl-TG(O-18:0_18:0_18:1)+NH4,892.86925,591.57105,593.58665,267.26824,265.25264,341.3050364,339.2894364,323.2944714,321.2788714
plasmanyl-TG(O-18:0_18:0_18:2)+NH4,890.85355,589.55535,593.58665,267.26824,263.23694,341.3050364,337.2737364,323.2944714,319.2631714
plasmanyl-TG(O-18:0_18:0_18:3)+NH4,888.83795,587.53975,593.58665,267.26824,261.22134,341.3050364,335.2581364,323.2944714,317.2475714
plasmanyl-TG(O-18:0_18:0_18:4)+NH4,886.82225,585.52405,593.58665,267.26824,259.20564,341.3050364,333.2424364,323.2944714,315.2318714
plasmanyl-TG(O-18:0_18:0_19:0)+NH4,908.90055,607.60235,593.58665,267.26824,281.28394,341.3050364,355.3207364,323.2944714,337.3101714
plasmanyl-TG(O-18:0_18:0_20:0)+NH4,922.91615,621.61795,593.58665,267.26824,295.29954,341.3050364,369.3363364,323.2944714,351.3257714
plasmanyl-TG(O-18:0_18:0_20:1)+NH4,920.90055,619.60235,593.58665,267.26824,293.28394,341.3050364,367.3207364,323.2944714,349.3101714
plasmanyl-TG(O-18:0_18:0_20:2)+NH4,918.88485,617.58665,593.58665,267.26824,291.26824,341.3050364,365.3050364,323.2944714,347.2944714
plasmanyl-TG(O-18:0_18:0_20:3)+NH4,916.86925,615.57105,593.58665,267.26824,289.25264,341.3050364,363.2894364,323.2944714,345.2788714
plasmanyl-TG(O-18:0_18:0_20:4)+NH4,914.85355,613.55535,593.58665,267.26824,287.23694,341.3050364,361.2737364,323.2944714,343.2631714
plasmanyl-TG(O-18:0_18:0_20:5)+NH4,912.83795,611.53975,593.58665,267.26824,285.22134,341.3050364,359.2581364,323.2944714,341.2475714
plasmanyl-TG(O-18:0_18:0_21:0)+NH4,936.93185,635.63365,593.58665,267.26824,309.31524,341.3050364,383.3520364,323.2944714,365.3414714
plasmanyl-TG(O-18:0_18:0_22:0)+NH4,950.94745,649.64925,593.58665,267.26824,323.33084,341.3050364,397.3676364,323.2944714,379.3570714
plasmanyl-TG(O-18:0_18:0_22:1)+NH4,948.93185,647.63365,593.58665,267.26824,321.31524,341.3050364,395.3520364,323.2944714,377.3414714
plasmanyl-TG(O-18:0_18:0_22:2)+NH4,946.91615,645.61795,593.58665,267.26824,319.29954,341.3050364,393.3363364,323.2944714,375.3257714
plasmanyl-TG(O-18:0_18:0_22:3)+NH4,944.90055,643.60235,593.58665,267.26824,317.28394,341.3050364,391.3207364,323.2944714,373.3101714
plasmanyl-TG(O-18:0_18:0_22:4)+NH4,942.88485,641.58665,593.58665,267.26824,315.26824,341.3050364,389.3050364,323.2944714,371.2944714
plasmanyl-TG(O-18:0_18:0_22:5)+NH4,940.86925,639.57105,593.58665,267.26824,313.25264,341.3050364,387.2894364,323.2944714,369.2788714
plasmanyl-TG(O-18:0_18:0_22:6)+NH4,938.85355,637.55535,593.58665,267.26824,311.23694,341.3050364,385.2737364,323.2944714,367.2631714
plasmanyl-TG(O-18:0_18:0_23:0)+NH4,964.96315,663.66495,593.58665,267.26824,337.34654,341.3050364,411.3833364,323.2944714,393.3727714
plasmanyl-TG(O-18:0_18:0_24:0)+NH4,978.97875,677.68055,593.58665,267.26824,351.36214,341.3050364,425.3989364,323.2944714,407.3883714
plasmanyl-TG(O-18:0_18:0_24:1)+NH4,976.96315,675.66495,593.58665,267.26824,349.34654,341.3050364,423.3833364,323.2944714,405.3727714
plasmanyl-TG(O-18:0_18:0_25:0)+NH4,992.99445,691.69625,593.58665,267.26824,365.37784,341.3050364,439.4146364,323.2944714,421.4040714
plasmanyl-TG(O-18:0_18:0_26:0)+NH4,1007.01005,705.71185,593.58665,267.26824,379.39344,341.3050364,453.4302364,323.2944714,435.4196714
plasmanyl-TG(O-18:0_18:1_18:1)+NH4,890.85365,591.57105,591.57105,265.25264,265.25264,339.2894364,339.2894364,321.2788714,321.2788714
plasmanyl-TG(O-18:0_18:1_18:2)+NH4,888.83795,589.55535,591.57105,265.25264,263.23694,339.2894364,337.2737364,321.2788714,319.2631714
plasmanyl-TG(O-18:0_18:1_18:3)+NH4,886.82235,587.53975,591.57105,265.25264,261.22134,339.2894364,335.2581364,321.2788714,317.2475714
plasmanyl-TG(O-18:0_18:1_18:4)+NH4,884.80665,585.52405,591.57105,265.25264,259.20564,339.2894364,333.2424364,321.2788714,315.2318714
plasmanyl-TG(O-18:0_18:1_19:0)+NH4,906.88495,607.60235,591.57105,265.25264,281.28394,339.2894364,355.3207364,321.2788714,337.3101714
plasmanyl-TG(O-18:0_18:1_20:0)+NH4,920.90055,621.61795,591.57105,265.25264,295.29954,339.2894364,369.3363364,321.2788714,351.3257714
plasmanyl-TG(O-18:0_18:1_20:1)+NH4,918.88495,619.60235,591.57105,265.25264,293.28394,339.2894364,367.3207364,321.2788714,349.3101714
plasmanyl-TG(O-18:0_18:1_20:2)+NH4,916.86925,617.58665,591.57105,265.25264,291.26824,339.2894364,365.3050364,321.2788714,347.2944714
plasmanyl-TG(O-18:0_18:1_20:3)+NH4,914.85365,615.57105,591.57105,265.25264,289.25264,339.2894364,363.2894364,321.2788714,345.2788714
plasmanyl-TG(O-18:0_18:1_20:4)+NH4,912.83795,613.55535,591.57105,265.25264,287.23694,339.2894364,361.2737364,321.2788714,343.2631714
plasmanyl-TG(O-18:0_18:1_20:5)+NH4,910.82235,611.53975,591.57105,265.25264,285.22134,339.2894364,359.2581364,321.2788714,341.2475714
plasmanyl-TG(O-18:0_18:1_21:0)+NH4,934.91625,635.63365,591.57105,265.25264,309.31524,339.2894364,383.3520364,321.2788714,365.3414714
plasmanyl-TG(O-18:0_18:1_22:0)+NH4,948.93185,649.64925,591.57105,265.25264,323.33084,339.2894364,397.3676364,321.2788714,379.3570714
plasmanyl-TG(O-18:0_18:1_22:1)+NH4,946.91625,647.63365,591.57105,265.25264,321.31524,339.2894364,395.3520364,321.2788714,377.3414714
plasmanyl-TG(O-18:0_18:1_22:2)+NH4,944.90055,645.61795,591.57105,265.25264,319.29954,339.2894364,393.3363364,321.2788714,375.3257714
plasmanyl-TG(O-18:0_18:1_22:3)+NH4,942.88495,643.60235,591.57105,265.25264,317.28394,339.2894364,391.3207364,321.2788714,373.3101714
plasmanyl-TG(O-18:0_18:1_22:4)+NH4,940.86925,641.58665,591.57105,265.25264,315.26824,339.2894364,389.3050364,321.2788714,371.2944714
plasmanyl-TG(O-18:0_18:1_22:5)+NH4,938.85365,639.57105,591.57105,265.25264,313.25264,339.2894364,387.2894364,321.2788714,369.2788714
plasmanyl-TG(O-18:0_18:1_22:6)+NH4,936.83795,637.55535,591.57105,265.25264,311.23694,339.2894364,385.2737364,321.2788714,367.2631714
plasmanyl-TG(O-18:0_18:1_23:0)+NH4,962.94755,663.66495,591.57105,265.25264,337.34654,339.2894364,411.3833364,321.2788714,393.3727714
plasmanyl-TG(O-18:0_18:1_24:0)+NH4,976.96315,677.68055,591.57105,265.25264,351.36214,339.2894364,425.3989364,321.2788714,407.3883714
plasmanyl-TG(O-18:0_18:1_24:1)+NH4,974.94755,675.66495,591.57105,265.25264,349.34654,339.2894364,423.3833364,321.2788714,405.3727714
plasmanyl-TG(O-18:0_18:1_25:0)+NH4,990.97885,691.69625,591.57105,265.25264,365.37784,339.2894364,439.4146364,321.2788714,421.4040714
plasmanyl-TG(O-18:0_18:1_26:0)+NH4,1004.99445,705.71185,591.57105,265.25264,379.39344,339.2894364,453.4302364,321.2788714,435.4196714
plasmanyl-TG(O-18:0_18:2_18:2)+NH4,886.82225,589.55535,589.55535,263.23694,263.23694,337.2737364,337.2737364,319.2631714,319.2631714
plasmanyl-TG(O-18:0_18:2_18:3)+NH4,884.80665,587.53975,589.55535,263.23694,261.22134,337.2737364,335.2581364,319.2631714,317.2475714
plasmanyl-TG(O-18:0_18:2_18:4)+NH4,882.79095,585.52405,589.55535,263.23694,259.20564,337.2737364,333.2424364,319.2631714,315.2318714
plasmanyl-TG(O-18:0_18:2_19:0)+NH4,904.86925,607.60235,589.55535,263.23694,281.28394,337.2737364,355.3207364,319.2631714,337.3101714
plasmanyl-TG(O-18:0_18:2_20:0)+NH4,918.88485,621.61795,589.55535,263.23694,295.29954,337.2737364,369.3363364,319.2631714,351.3257714
plasmanyl-TG(O-18:0_18:2_20:1)+NH4,916.86925,619.60235,589.55535,263.23694,293.28394,337.2737364,367.3207364,319.2631714,349.3101714
plasmanyl-TG(O-18:0_18:2_20:2)+NH4,914.85355,617.58665,589.55535,263.23694,291.26824,337.2737364,365.3050364,319.2631714,347.2944714
plasmanyl-TG(O-18:0_18:2_20:3)+NH4,912.83795,615.57105,589.55535,263.23694,289.25264,337.2737364,363.2894364,319.2631714,345.2788714
plasmanyl-TG(O-18:0_18:2_20:4)+NH4,910.82225,613.55535,589.55535,263.23694,287.23694,337.2737364,361.2737364,319.2631714,343.2631714
plasmanyl-TG(O-18:0_18:2_20:5)+NH4,908.80665,611.53975,589.55535,263.23694,285.22134,337.2737364,359.2581364,319.2631714,341.2475714
plasmanyl-TG(O-18:0_18:2_21:0)+NH4,932.90055,635.63365,589.55535,263.23694,309.31524,337.2737364,383.3520364,319.2631714,365.3414714
plasmanyl-TG(O-18:0_18:2_22:0)+NH4,946.91615,649.64925,589.55535,263.23694,323.33084,337.2737364,397.3676364,319.2631714,379.3570714
plasmanyl-TG(O-18:0_18:2_22:1)+NH4,944.90055,647.63365,589.55535,263.23694,321.31524,337.2737364,395.3520364,319.2631714,377.3414714
plasmanyl-TG(O-18:0_18:2_22:2)+NH4,942.88485,645.61795,589.55535,263.23694,319.29954,337.2737364,393.3363364,319.2631714,375.3257714
plasmanyl-TG(O-18:0_18:2_22:3)+NH4,940.86925,643.60235,589.55535,263.23694,317.28394,337.2737364,391.3207364,319.2631714,373.3101714
plasmanyl-TG(O-18:0_18:2_22:4)+NH4,938.85355,641.58665,589.55535,263.23694,315.26824,337.2737364,389.3050364,319.2631714,371.2944714
plasmanyl-TG(O-18:0_18:2_22:5)+NH4,936.83795,639.57105,589.55535,263.23694,313.25264,337.2737364,387.2894364,319.2631714,369.2788714
plasmanyl-TG(O-18:0_18:2_22:6)+NH4,934.82225,637.55535,589.55535,263.23694,311.23694,337.2737364,385.2737364,319.2631714,367.2631714
plasmanyl-TG(O-18:0_18:2_23:0)+NH4,960.93185,663.66495,589.55535,263.23694,337.34654,337.2737364,411.3833364,319.2631714,393.3727714
plasmanyl-TG(O-18:0_18:2_24:0)+NH4,974.94745,677.68055,589.55535,263.23694,351.36214,337.2737364,425.3989364,319.2631714,407.3883714
plasmanyl-TG(O-18:0_18:2_24:1)+NH4,972.93185,675.66495,589.55535,263.23694,349.34654,337.2737364,423.3833364,319.2631714,405.3727714
plasmanyl-TG(O-18:0_18:2_25:0)+NH4,988.96315,691.69625,589.55535,263.23694,365.37784,337.2737364,439.4146364,319.2631714,421.4040714
plasmanyl-TG(O-18:0_18:2_26:0)+NH4,1002.97875,705.71185,589.55535,263.23694,379.39344,337.2737364,453.4302364,319.2631714,435.4196714
plasmanyl-TG(O-18:0_18:3_18:3)+NH4,882.79105,587.53975,587.53975,261.22134,261.22134,335.2581364,335.2581364,317.2475714,317.2475714
plasmanyl-TG(O-18:0_18:3_18:4)+NH4,880.77535,585.52405,587.53975,261.22134,259.20564,335.2581364,333.2424364,317.2475714,315.2318714
plasmanyl-TG(O-18:0_18:3_19:0)+NH4,902.85365,607.60235,587.53975,261.22134,281.28394,335.2581364,355.3207364,317.2475714,337.3101714
plasmanyl-TG(O-18:0_18:3_20:0)+NH4,916.86925,621.61795,587.53975,261.22134,295.29954,335.2581364,369.3363364,317.2475714,351.3257714
plasmanyl-TG(O-18:0_18:3_20:1)+NH4,914.85365,619.60235,587.53975,261.22134,293.28394,335.2581364,367.3207364,317.2475714,349.3101714
plasmanyl-TG(O-18:0_18:3_20:2)+NH4,912.83795,617.58665,587.53975,261.22134,291.26824,335.2581364,365.3050364,317.2475714,347.2944714
plasmanyl-TG(O-18:0_18:3_20:3)+NH4,910.82235,615.57105,587.53975,261.22134,289.25264,335.2581364,363.2894364,317.2475714,345.2788714
plasmanyl-TG(O-18:0_18:3_20:4)+NH4,908.80665,613.55535,587.53975,261.22134,287.23694,335.2581364,361.2737364,317.2475714,343.2631714
plasmanyl-TG(O-18:0_18:3_20:5)+NH4,906.79105,611.53975,587.53975,261.22134,285.22134,335.2581364,359.2581364,317.2475714,341.2475714
plasmanyl-TG(O-18:0_18:3_21:0)+NH4,930.88495,635.63365,587.53975,261.22134,309.31524,335.2581364,383.3520364,317.2475714,365.3414714
plasmanyl-TG(O-18:0_18:3_22:0)+NH4,944.90055,649.64925,587.53975,261.22134,323.33084,335.2581364,397.3676364,317.2475714,379.3570714
plasmanyl-TG(O-18:0_18:3_22:1)+NH4,942.88495,647.63365,587.53975,261.22134,321.31524,335.2581364,395.3520364,317.2475714,377.3414714
plasmanyl-TG(O-18:0_18:3_22:2)+NH4,940.86925,645.61795,587.53975,261.22134,319.29954,335.2581364,393.3363364,317.2475714,375.3257714
plasmanyl-TG(O-18:0_18:3_22:3)+NH4,938.85365,643.60235,587.53975,261.22134,317.28394,335.2581364,391.3207364,317.2475714,373.3101714
plasmanyl-TG(O-18:0_18:3_22:4)+NH4,936.83795,641.58665,587.53975,261.22134,315.26824,335.2581364,389.3050364,317.2475714,371.2944714
plasmanyl-TG(O-18:0_18:3_22:5)+NH4,934.82235,639.57105,587.53975,261.22134,313.25264,335.2581364,387.2894364,317.2475714,369.2788714
plasmanyl-TG(O-18:0_18:3_22:6)+NH4,932.80665,637.55535,587.53975,261.22134,311.23694,335.2581364,385.2737364,317.2475714,367.2631714
plasmanyl-TG(O-18:0_18:3_23:0)+NH4,958.91625,663.66495,587.53975,261.22134,337.34654,335.2581364,411.3833364,317.2475714,393.3727714
plasmanyl-TG(O-18:0_18:3_24:0)+NH4,972.93185,677.68055,587.53975,261.22134,351.36214,335.2581364,425.3989364,317.2475714,407.3883714
plasmanyl-TG(O-18:0_18:3_24:1)+NH4,970.91625,675.66495,587.53975,261.22134,349.34654,335.2581364,423.3833364,317.2475714,405.3727714
plasmanyl-TG(O-18:0_18:3_25:0)+NH4,986.94755,691.69625,587.53975,261.22134,365.37784,335.2581364,439.4146364,317.2475714,421.4040714
plasmanyl-TG(O-18:0_18:3_26:0)+NH4,1000.96315,705.71185,587.53975,261.22134,379.39344,335.2581364,453.4302364,317.2475714,435.4196714
plasmanyl-TG(O-18:0_18:4_18:4)+NH4,878.75965,585.52405,585.52405,259.20564,259.20564,333.2424364,333.2424364,315.2318714,315.2318714
plasmanyl-TG(O-18:0_18:4_19:0)+NH4,900.83795,607.60235,585.52405,259.20564,281.28394,333.2424364,355.3207364,315.2318714,337.3101714
plasmanyl-TG(O-18:0_18:4_20:0)+NH4,914.85355,621.61795,585.52405,259.20564,295.29954,333.2424364,369.3363364,315.2318714,351.3257714
plasmanyl-TG(O-18:0_18:4_20:1)+NH4,912.83795,619.60235,585.52405,259.20564,293.28394,333.2424364,367.3207364,315.2318714,349.3101714
plasmanyl-TG(O-18:0_18:4_20:2)+NH4,910.82225,617.58665,585.52405,259.20564,291.26824,333.2424364,365.3050364,315.2318714,347.2944714
plasmanyl-TG(O-18:0_18:4_20:3)+NH4,908.80665,615.57105,585.52405,259.20564,289.25264,333.2424364,363.2894364,315.2318714,345.2788714
plasmanyl-TG(O-18:0_18:4_20:4)+NH4,906.79095,613.55535,585.52405,259.20564,287.23694,333.2424364,361.2737364,315.2318714,343.2631714
plasmanyl-TG(O-18:0_18:4_20:5)+NH4,904.77535,611.53975,585.52405,259.20564,285.22134,333.2424364,359.2581364,315.2318714,341.2475714
plasmanyl-TG(O-18:0_18:4_21:0)+NH4,928.86925,635.63365,585.52405,259.20564,309.31524,333.2424364,383.3520364,315.2318714,365.3414714
plasmanyl-TG(O-18:0_18:4_22:0)+NH4,942.88485,649.64925,585.52405,259.20564,323.33084,333.2424364,397.3676364,315.2318714,379.3570714
plasmanyl-TG(O-18:0_18:4_22:1)+NH4,940.86925,647.63365,585.52405,259.20564,321.31524,333.2424364,395.3520364,315.2318714,377.3414714
plasmanyl-TG(O-18:0_18:4_22:2)+NH4,938.85355,645.61795,585.52405,259.20564,319.29954,333.2424364,393.3363364,315.2318714,375.3257714
plasmanyl-TG(O-18:0_18:4_22:3)+NH4,936.83795,643.60235,585.52405,259.20564,317.28394,333.2424364,391.3207364,315.2318714,373.3101714
plasmanyl-TG(O-18:0_18:4_22:4)+NH4,934.82225,641.58665,585.52405,259.20564,315.26824,333.2424364,389.3050364,315.2318714,371.2944714
plasmanyl-TG(O-18:0_18:4_22:5)+NH4,932.80665,639.57105,585.52405,259.20564,313.25264,333.2424364,387.2894364,315.2318714,369.2788714
plasmanyl-TG(O-18:0_18:4_22:6)+NH4,930.79095,637.55535,585.52405,259.20564,311.23694,333.2424364,385.2737364,315.2318714,367.2631714
plasmanyl-TG(O-18:0_18:4_23:0)+NH4,956.90055,663.66495,585.52405,259.20564,337.34654,333.2424364,411.3833364,315.2318714,393.3727714
plasmanyl-TG(O-18:0_18:4_24:0)+NH4,970.91615,677.68055,585.52405,259.20564,351.36214,333.2424364,425.3989364,315.2318714,407.3883714
plasmanyl-TG(O-18:0_18:4_24:1)+NH4,968.90055,675.66495,585.52405,259.20564,349.34654,333.2424364,423.3833364,315.2318714,405.3727714
plasmanyl-TG(O-18:0_18:4_25:0)+NH4,984.93185,691.69625,585.52405,259.20564,365.37784,333.2424364,439.4146364,315.2318714,421.4040714
plasmanyl-TG(O-18:0_18:4_26:0)+NH4,998.94745,705.71185,585.52405,259.20564,379.39344,333.2424364,453.4302364,315.2318714,435.4196714
plasmanyl-TG(O-18:0_19:0_19:0)+NH4,922.91625,607.60235,607.60235,281.28394,281.28394,355.3207364,355.3207364,337.3101714,337.3101714
plasmanyl-TG(O-18:0_19:0_20:0)+NH4,936.93185,621.61795,607.60235,281.28394,295.29954,355.3207364,369.3363364,337.3101714,351.3257714
plasmanyl-TG(O-18:0_19:0_20:1)+NH4,934.91625,619.60235,607.60235,281.28394,293.28394,355.3207364,367.3207364,337.3101714,349.3101714
plasmanyl-TG(O-18:0_19:0_20:2)+NH4,932.90055,617.58665,607.60235,281.28394,291.26824,355.3207364,365.3050364,337.3101714,347.2944714
plasmanyl-TG(O-18:0_19:0_20:3)+NH4,930.88495,615.57105,607.60235,281.28394,289.25264,355.3207364,363.2894364,337.3101714,345.2788714
plasmanyl-TG(O-18:0_19:0_20:4)+NH4,928.86925,613.55535,607.60235,281.28394,287.23694,355.3207364,361.2737364,337.3101714,343.2631714
plasmanyl-TG(O-18:0_19:0_20:5)+NH4,926.85365,611.53975,607.60235,281.28394,285.22134,355.3207364,359.2581364,337.3101714,341.2475714
plasmanyl-TG(O-18:0_19:0_21:0)+NH4,950.94755,635.63365,607.60235,281.28394,309.31524,355.3207364,383.3520364,337.3101714,365.3414714
plasmanyl-TG(O-18:0_19:0_22:0)+NH4,964.96315,649.64925,607.60235,281.28394,323.33084,355.3207364,397.3676364,337.3101714,379.3570714
plasmanyl-TG(O-18:0_19:0_22:1)+NH4,962.94755,647.63365,607.60235,281.28394,321.31524,355.3207364,395.3520364,337.3101714,377.3414714
plasmanyl-TG(O-18:0_19:0_22:2)+NH4,960.93185,645.61795,607.60235,281.28394,319.29954,355.3207364,393.3363364,337.3101714,375.3257714
plasmanyl-TG(O-18:0_19:0_22:3)+NH4,958.91625,643.60235,607.60235,281.28394,317.28394,355.3207364,391.3207364,337.3101714,373.3101714
plasmanyl-TG(O-18:0_19:0_22:4)+NH4,956.90055,641.58665,607.60235,281.28394,315.26824,355.3207364,389.3050364,337.3101714,371.2944714
plasmanyl-TG(O-18:0_19:0_22:5)+NH4,954.88495,639.57105,607.60235,281.28394,313.25264,355.3207364,387.2894364,337.3101714,369.2788714
plasmanyl-TG(O-18:0_19:0_22:6)+NH4,952.86925,637.55535,607.60235,281.28394,311.23694,355.3207364,385.2737364,337.3101714,367.2631714
plasmanyl-TG(O-18:0_19:0_23:0)+NH4,978.97885,663.66495,607.60235,281.28394,337.34654,355.3207364,411.3833364,337.3101714,393.3727714
plasmanyl-TG(O-18:0_19:0_24:0)+NH4,992.99445,677.68055,607.60235,281.28394,351.36214,355.3207364,425.3989364,337.3101714,407.3883714
plasmanyl-TG(O-18:0_19:0_24:1)+NH4,990.97885,675.66495,607.60235,281.28394,349.34654,355.3207364,423.3833364,337.3101714,405.3727714
plasmanyl-TG(O-18:0_19:0_25:0)+NH4,1007.01015,691.69625,607.60235,281.28394,365.37784,355.3207364,439.4146364,337.3101714,421.4040714
plasmanyl-TG(O-18:0_19:0_26:0)+NH4,1021.02575,705.71185,607.60235,281.28394,379.39344,355.3207364,453.4302364,337.3101714,435.4196714
plasmanyl-TG(O-18:0_20:0_20:0)+NH4,950.94745,621.61795,621.61795,295.29954,295.29954,369.3363364,369.3363364,351.3257714,351.3257714
plasmanyl-TG(O-18:0_20:0_20:1)+NH4,948.93185,619.60235,621.61795,295.29954,293.28394,369.3363364,367.3207364,351.3257714,349.3101714
plasmanyl-TG(O-18:0_20:0_20:2)+NH4,946.91615,617.58665,621.61795,295.29954,291.26824,369.3363364,365.3050364,351.3257714,347.2944714
plasmanyl-TG(O-18:0_20:0_20:3)+NH4,944.90055,615.57105,621.61795,295.29954,289.25264,369.3363364,363.2894364,351.3257714,345.2788714
plasmanyl-TG(O-18:0_20:0_20:4)+NH4,942.88485,613.55535,621.61795,295.29954,287.23694,369.3363364,361.2737364,351.3257714,343.2631714
plasmanyl-TG(O-18:0_20:0_20:5)+NH4,940.86925,611.53975,621.61795,295.29954,285.22134,369.3363364,359.2581364,351.3257714,341.2475714
plasmanyl-TG(O-18:0_20:0_21:0)+NH4,964.96315,635.63365,621.61795,295.29954,309.31524,369.3363364,383.3520364,351.3257714,365.3414714
plasmanyl-TG(O-18:0_20:0_22:0)+NH4,978.97875,649.64925,621.61795,295.29954,323.33084,369.3363364,397.3676364,351.3257714,379.3570714
plasmanyl-TG(O-18:0_20:0_22:1)+NH4,976.96315,647.63365,621.61795,295.29954,321.31524,369.3363364,395.3520364,351.3257714,377.3414714
plasmanyl-TG(O-18:0_20:0_22:2)+NH4,974.94745,645.61795,621.61795,295.29954,319.29954,369.3363364,393.3363364,351.3257714,375.3257714
plasmanyl-TG(O-18:0_20:0_22:3)+NH4,972.93185,643.60235,621.61795,295.29954,317.28394,369.3363364,391.3207364,351.3257714,373.3101714
plasmanyl-TG(O-18:0_20:0_22:4)+NH4,970.91615,641.58665,621.61795,295.29954,315.26824,369.3363364,389.3050364,351.3257714,371.2944714
plasmanyl-TG(O-18:0_20:0_22:5)+NH4,968.90055,639.57105,621.61795,295.29954,313.25264,369.3363364,387.2894364,351.3257714,369.2788714
plasmanyl-TG(O-18:0_20:0_22:6)+NH4,966.88485,637.55535,621.61795,295.29954,311.23694,369.3363364,385.2737364,351.3257714,367.2631714
plasmanyl-TG(O-18:0_20:0_23:0)+NH4,992.99445,663.66495,621.61795,295.29954,337.34654,369.3363364,411.3833364,351.3257714,393.3727714
plasmanyl-TG(O-18:0_20:0_24:0)+NH4,1007.01005,677.68055,621.61795,295.29954,351.36214,369.3363364,425.3989364,351.3257714,407.3883714
plasmanyl-TG(O-18:0_20:0_24:1)+NH4,1004.99445,675.66495,621.61795,295.29954,349.34654,369.3363364,423.3833364,351.3257714,405.3727714
plasmanyl-TG(O-18:0_20:0_25:0)+NH4,1021.02575,691.69625,621.61795,295.29954,365.37784,369.3363364,439.4146364,351.3257714,421.4040714
plasmanyl-TG(O-18:0_20:0_26:0)+NH4,1035.04135,705.71185,621.61795,295.29954,379.39344,369.3363364,453.4302364,351.3257714,435.4196714
plasmanyl-TG(O-18:0_20:1_20:1)+NH4,946.91625,619.60235,619.60235,293.28394,293.28394,367.3207364,367.3207364,349.3101714,349.3101714
plasmanyl-TG(O-18:0_20:1_20:2)+NH4,944.90055,617.58665,619.60235,293.28394,291.26824,367.3207364,365.3050364,349.3101714,347.2944714
plasmanyl-TG(O-18:0_20:1_20:3)+NH4,942.88495,615.57105,619.60235,293.28394,289.25264,367.3207364,363.2894364,349.3101714,345.2788714
plasmanyl-TG(O-18:0_20:1_20:4)+NH4,940.86925,613.55535,619.60235,293.28394,287.23694,367.3207364,361.2737364,349.3101714,343.2631714
