Cer_BS,[M-H]-,[M-H2O-H]-,[Sph+C2H2O-H]-,[Sph+C-H]-,[Sph-H5NO-H]-,[Sph-C2H7NO-H]-
Cer_BS(d20:2/24:0)-H,690.64055,672.63005,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/24:1)-H,688.62495,670.61435,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/24:2)-H,686.60935,668.59865,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/24:3)-H,684.59365,666.58305,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/24:4)-H,682.57805,664.56745,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/25:0)-H,704.65625,686.64565,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/25:1)-H,702.64055,684.63005,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/25:2)-H,700.62495,682.61435,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/25:3)-H,698.60935,680.59865,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/25:4)-H,696.59365,678.58305,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/26:0)-H,718.67185,700.66135,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/26:1)-H,716.65625,698.64565,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/26:2)-H,714.64055,696.63005,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/26:3)-H,712.62495,694.61435,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/26:4)-H,710.60935,692.59865,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/27:0)-H,732.68755,714.67695,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/27:1)-H,730.67185,712.66135,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/27:2)-H,728.65625,710.64565,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/27:3)-H,726.64055,708.63005,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/27:4)-H,724.62495,706.61435,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/28:0)-H,746.70315,728.69265,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/28:1)-H,744.68755,726.67695,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/28:2)-H,742.67185,724.66135,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/28:3)-H,740.65625,722.64565,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/28:4)-H,738.64055,720.63005,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/29:0)-H,760.71885,742.70825,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/29:1)-H,758.70315,740.69265,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/29:2)-H,756.68755,738.67695,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/29:3)-H,754.67185,736.66135,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/29:4)-H,752.65625,734.64565,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/30:0)-H,774.73445,756.72395,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/30:1)-H,772.71885,754.70825,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/30:2)-H,770.70315,752.69265,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/30:3)-H,768.68755,750.67695,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/30:4)-H,766.67185,748.66135,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/31:0)-H,788.75015,770.73955,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/31:1)-H,786.73445,768.72395,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/31:2)-H,784.71885,766.70825,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/31:3)-H,782.70315,764.69265,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/31:4)-H,780.68755,762.67695,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/32:0)-H,802.76585,784.75525,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/32:1)-H,800.75015,782.73955,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/32:2)-H,798.73445,780.72395,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/32:3)-H,796.71885,778.70825,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/32:4)-H,794.70315,776.69265,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/33:0)-H,816.78145,798.77085,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/33:1)-H,814.76585,796.75525,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/33:2)-H,812.75015,794.73955,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/33:3)-H,810.73445,792.72395,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/33:4)-H,808.71885,790.70825,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/34:0)-H,830.79715,812.78645,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/34:1)-H,828.78145,810.77085,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/34:2)-H,826.76585,808.75525,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/34:3)-H,824.75015,806.73955,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/34:4)-H,822.73445,804.72395,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/35:0)-H,844.81275,826.80215,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/35:1)-H,842.79715,824.78645,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/35:2)-H,840.78145,822.77085,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/35:3)-H,838.76585,820.75525,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/35:4)-H,836.75015,818.73955,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/36:0)-H,858.82835,840.81785,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/36:1)-H,856.81275,838.80215,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/36:2)-H,854.79715,836.78645,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/36:3)-H,852.78145,834.77085,366.30195,336.29135,289.25425,263.23855
Cer_BS(d20:2/36:4)-H,850.76585,832.75525,366.30195,336.29135,289.25425,263.23855
Cer_BS(d21:2/14:0)-H,564.49975,546.48915,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/14:1)-H,562.48405,544.47355,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/14:2)-H,560.46845,542.45785,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/14:3)-H,558.45285,540.44225,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/15:0)-H,578.51535,560.50485,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/15:1)-H,576.49975,558.48915,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/15:2)-H,574.48405,556.47355,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/15:3)-H,572.46845,554.45785,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/16:0)-H,592.53105,574.52045,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/16:1)-H,590.51535,572.50485,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/16:2)-H,588.49975,570.48915,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/16:3)-H,586.48405,568.47355,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/16:4)-H,584.46845,566.45785,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/17:0)-H,606.54665,588.53615,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/17:1)-H,604.53105,586.52045,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/17:2)-H,602.51535,584.50485,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/17:3)-H,600.49975,582.48915,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/18:0)-H,620.56235,602.55175,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/18:1)-H,618.54665,600.53615,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/18:2)-H,616.53105,598.52045,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/18:3)-H,614.51535,596.50485,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/18:4)-H,612.49975,594.48915,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/19:0)-H,634.57805,616.56745,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/19:1)-H,632.56235,614.55175,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/19:2)-H,630.54665,612.53615,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/19:3)-H,628.53105,610.52045,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/19:4)-H,626.51535,608.50485,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/20:0)-H,648.59365,630.58305,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/20:1)-H,646.57805,628.56745,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/20:2)-H,644.56235,626.55175,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/20:3)-H,642.54665,624.53615,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/20:4)-H,640.53105,622.52045,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/21:0)-H,662.60935,644.59865,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/21:1)-H,660.59365,642.58305,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/21:2)-H,658.57805,640.56745,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/21:3)-H,656.56235,638.55175,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/21:4)-H,654.54665,636.53615,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/22:0)-H,676.62495,658.61435,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/22:1)-H,674.60935,656.59865,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/22:2)-H,672.59365,654.58305,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/22:3)-H,670.57805,652.56745,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/22:4)-H,668.56235,650.55175,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/23:0)-H,690.64055,672.63005,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/23:1)-H,688.62495,670.61435,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/23:2)-H,686.60935,668.59865,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/23:3)-H,684.59365,666.58305,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/23:4)-H,682.57805,664.56745,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/24:0)-H,704.65625,686.64565,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/24:1)-H,702.64055,684.63005,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/24:2)-H,700.62495,682.61435,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/24:3)-H,698.60935,680.59865,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/24:4)-H,696.59365,678.58305,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/25:0)-H,718.67185,700.66135,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/25:1)-H,716.65625,698.64565,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/25:2)-H,714.64055,696.63005,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/25:3)-H,712.62495,694.61435,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/25:4)-H,710.60935,692.59865,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/26:0)-H,732.68755,714.67695,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/26:1)-H,730.67185,712.66135,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/26:2)-H,728.65625,710.64565,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/26:3)-H,726.64055,708.63005,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/26:4)-H,724.62495,706.61435,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/27:0)-H,746.70315,728.69265,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/27:1)-H,744.68755,726.67695,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/27:2)-H,742.67185,724.66135,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/27:3)-H,740.65625,722.64565,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/27:4)-H,738.64055,720.63005,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/28:0)-H,760.71885,742.70825,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/28:1)-H,758.70315,740.69265,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/28:2)-H,756.68755,738.67695,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/28:3)-H,754.67185,736.66135,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/28:4)-H,752.65625,734.64565,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/29:0)-H,774.73445,756.72395,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/29:1)-H,772.71885,754.70825,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/29:2)-H,770.70315,752.69265,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/29:3)-H,768.68755,750.67695,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/29:4)-H,766.67185,748.66135,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/30:0)-H,788.75015,770.73955,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/30:1)-H,786.73445,768.72395,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/30:2)-H,784.71885,766.70825,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/30:3)-H,782.70315,764.69265,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/30:4)-H,780.68755,762.67695,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/31:0)-H,802.76585,784.75525,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/31:1)-H,800.75015,782.73955,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/31:2)-H,798.73445,780.72395,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/31:3)-H,796.71885,778.70825,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/31:4)-H,794.70315,776.69265,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/32:0)-H,816.78145,798.77085,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/32:1)-H,814.76585,796.75525,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/32:2)-H,812.75015,794.73955,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/32:3)-H,810.73445,792.72395,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/32:4)-H,808.71885,790.70825,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/33:0)-H,830.79715,812.78645,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/33:1)-H,828.78145,810.77085,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/33:2)-H,826.76585,808.75525,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/33:3)-H,824.75015,806.73955,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/33:4)-H,822.73445,804.72395,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/34:0)-H,844.81275,826.80215,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/34:1)-H,842.79715,824.78645,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/34:2)-H,840.78145,822.77085,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/34:3)-H,838.76585,820.75525,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/34:4)-H,836.75015,818.73955,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/35:0)-H,858.82835,840.81785,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/35:1)-H,856.81275,838.80215,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/35:2)-H,854.79715,836.78645,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/35:3)-H,852.78145,834.77085,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/35:4)-H,850.76585,832.75525,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/36:0)-H,872.84405,854.83345,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/36:1)-H,870.82835,852.81785,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/36:2)-H,868.81275,850.80215,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/36:3)-H,866.79715,848.78645,380.31755,350.30705,303.26985,277.25425
Cer_BS(d21:2/36:4)-H,864.78145,846.77085,380.31755,350.30705,303.26985,277.25425
Cer_BS(d22:2/14:0)-H,578.51535,560.50485,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/14:1)-H,576.49975,558.48915,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/14:2)-H,574.48405,556.47355,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/14:3)-H,572.46845,554.45785,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/15:0)-H,592.53105,574.52045,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/15:1)-H,590.51535,572.50485,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/15:2)-H,588.49975,570.48915,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/15:3)-H,586.48405,568.47355,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/16:0)-H,606.54665,588.53615,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/16:1)-H,604.53105,586.52045,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/16:2)-H,602.51535,584.50485,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/16:3)-H,600.49975,582.48915,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/16:4)-H,598.48405,580.47355,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/17:0)-H,620.56235,602.55175,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/17:1)-H,618.54665,600.53615,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/17:2)-H,616.53105,598.52045,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/17:3)-H,614.51535,596.50485,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/18:0)-H,634.57805,616.56745,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/18:1)-H,632.56235,614.55175,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/18:2)-H,630.54665,612.53615,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/18:3)-H,628.53105,610.52045,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/18:4)-H,626.51535,608.50485,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/19:0)-H,648.59365,630.58305,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/19:1)-H,646.57805,628.56745,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/19:2)-H,644.56235,626.55175,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/19:3)-H,642.54665,624.53615,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/19:4)-H,640.53105,622.52045,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/20:0)-H,662.60935,644.59865,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/20:1)-H,660.59365,642.58305,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/20:2)-H,658.57805,640.56745,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/20:3)-H,656.56235,638.55175,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/20:4)-H,654.54665,636.53615,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/21:0)-H,676.62495,658.61435,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/21:1)-H,674.60935,656.59865,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/21:2)-H,672.59365,654.58305,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/21:3)-H,670.57805,652.56745,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/21:4)-H,668.56235,650.55175,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/22:0)-H,690.64055,672.63005,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/22:1)-H,688.62495,670.61435,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/22:2)-H,686.60935,668.59865,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/22:3)-H,684.59365,666.58305,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/22:4)-H,682.57805,664.56745,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/23:0)-H,704.65625,686.64565,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/23:1)-H,702.64055,684.63005,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/23:2)-H,700.62495,682.61435,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/23:3)-H,698.60935,680.59865,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/23:4)-H,696.59365,678.58305,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/24:0)-H,718.67185,700.66135,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/24:1)-H,716.65625,698.64565,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/24:2)-H,714.64055,696.63005,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/24:3)-H,712.62495,694.61435,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/24:4)-H,710.60935,692.59865,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/25:0)-H,732.68755,714.67695,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/25:1)-H,730.67185,712.66135,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/25:2)-H,728.65625,710.64565,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/25:3)-H,726.64055,708.63005,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/25:4)-H,724.62495,706.61435,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/26:0)-H,746.70315,728.69265,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/26:1)-H,744.68755,726.67695,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/26:2)-H,742.67185,724.66135,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/26:3)-H,740.65625,722.64565,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/26:4)-H,738.64055,720.63005,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/27:0)-H,760.71885,742.70825,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/27:1)-H,758.70315,740.69265,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/27:2)-H,756.68755,738.67695,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/27:3)-H,754.67185,736.66135,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/27:4)-H,752.65625,734.64565,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/28:0)-H,774.73445,756.72395,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/28:1)-H,772.71885,754.70825,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/28:2)-H,770.70315,752.69265,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/28:3)-H,768.68755,750.67695,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/28:4)-H,766.67185,748.66135,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/29:0)-H,788.75015,770.73955,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/29:1)-H,786.73445,768.72395,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/29:2)-H,784.71885,766.70825,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/29:3)-H,782.70315,764.69265,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/29:4)-H,780.68755,762.67695,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/30:0)-H,802.76585,784.75525,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/30:1)-H,800.75015,782.73955,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/30:2)-H,798.73445,780.72395,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/30:3)-H,796.71885,778.70825,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/30:4)-H,794.70315,776.69265,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/31:0)-H,816.78145,798.77085,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/31:1)-H,814.76585,796.75525,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/31:2)-H,812.75015,794.73955,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/31:3)-H,810.73445,792.72395,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/31:4)-H,808.71885,790.70825,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/32:0)-H,830.79715,812.78645,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/32:1)-H,828.78145,810.77085,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/32:2)-H,826.76585,808.75525,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/32:3)-H,824.75015,806.73955,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/32:4)-H,822.73445,804.72395,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/33:0)-H,844.81275,826.80215,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/33:1)-H,842.79715,824.78645,394.33325,364.32265,317.28555,291.26985
Cer_BS(d22:2/33:2)-H,840.78145,822.77085,394.33325,364.32265,317.28555,291.26985
