Cer_AP,[M+HCO2]-,[M-H]-,[FA+NC(C)CO-H]-,[FA+O-H]-,[FA-CO-3H]-,[Sph-NC(CO)CO-H]-
Cer_AP(t16:1/22:1)+HCO2,668.54705,622.54165,408.34775,353.30665,307.30115,195.17485
Cer_AP(t16:1/22:2)+HCO2,666.53145,620.52595,406.33215,351.29105,305.28555,195.17485
Cer_AP(t16:1/22:3)+HCO2,664.51585,618.51035,404.31645,349.27535,303.26985,195.17485
Cer_AP(t16:1/22:4)+HCO2,662.50015,616.49465,402.30085,347.25975,301.25425,195.17485
Cer_AP(t16:1/23:0)+HCO2,684.57835,638.57285,424.37905,369.33795,323.33245,195.17485
Cer_AP(t16:1/23:1)+HCO2,682.56275,636.55725,422.36345,367.32235,321.31685,195.17485
Cer_AP(t16:1/23:2)+HCO2,680.54705,634.54165,420.34775,365.30665,319.30115,195.17485
Cer_AP(t16:1/23:3)+HCO2,678.53145,632.52595,418.33215,363.29105,317.28555,195.17485
Cer_AP(t16:1/23:4)+HCO2,676.51585,630.51035,416.31645,361.27535,315.26985,195.17485
Cer_AP(t16:1/24:0)+HCO2,698.59405,652.58855,438.39475,383.35365,337.34815,195.17485
Cer_AP(t16:1/24:1)+HCO2,696.57835,650.57285,436.37905,381.33795,335.33245,195.17485
Cer_AP(t16:1/24:2)+HCO2,694.56275,648.55725,434.36345,379.32235,333.31685,195.17485
Cer_AP(t16:1/24:3)+HCO2,692.54705,646.54165,432.34775,377.30665,331.30115,195.17485
Cer_AP(t16:1/24:4)+HCO2,690.53145,644.52595,430.33215,375.29105,329.28555,195.17485
Cer_AP(t16:1/25:0)+HCO2,712.60965,666.60415,452.41045,397.36925,351.36385,195.17485
Cer_AP(t16:1/25:1)+HCO2,710.59405,664.58855,450.39475,395.35365,349.34815,195.17485
Cer_AP(t16:1/25:2)+HCO2,708.57835,662.57285,448.37905,393.33795,347.33245,195.17485
Cer_AP(t16:1/25:3)+HCO2,706.56275,660.55725,446.36345,391.32235,345.31685,195.17485
Cer_AP(t16:1/25:4)+HCO2,704.54705,658.54165,444.34775,389.30665,343.30115,195.17485
Cer_AP(t16:1/26:0)+HCO2,726.62535,680.61985,466.42605,411.38495,365.37945,195.17485
Cer_AP(t16:1/26:1)+HCO2,724.60965,678.60415,464.41045,409.36925,363.36385,195.17485
Cer_AP(t16:1/26:2)+HCO2,722.59405,676.58855,462.39475,407.35365,361.34815,195.17485
Cer_AP(t16:1/26:3)+HCO2,720.57835,674.57285,460.37905,405.33795,359.33245,195.17485
Cer_AP(t16:1/26:4)+HCO2,718.56275,672.55725,458.36345,403.32235,357.31685,195.17485
Cer_AP(t16:1/27:0)+HCO2,740.64095,694.63545,480.44165,425.40055,379.39505,195.17485
Cer_AP(t16:1/27:1)+HCO2,738.62535,692.61985,478.42605,423.38495,377.37945,195.17485
Cer_AP(t16:1/27:2)+HCO2,736.60965,690.60415,476.41045,421.36925,375.36385,195.17485
Cer_AP(t16:1/27:3)+HCO2,734.59405,688.58855,474.39475,419.35365,373.34815,195.17485
Cer_AP(t16:1/27:4)+HCO2,732.57835,686.57285,472.37905,417.33795,371.33245,195.17485
Cer_AP(t16:1/28:0)+HCO2,754.65665,708.65115,494.45735,439.41625,393.41075,195.17485
Cer_AP(t16:1/28:1)+HCO2,752.64095,706.63545,492.44165,437.40055,391.39505,195.17485
Cer_AP(t16:1/28:2)+HCO2,750.62535,704.61985,490.42605,435.38495,389.37945,195.17485
Cer_AP(t16:1/28:3)+HCO2,748.60965,702.60415,488.41045,433.36925,387.36385,195.17485
Cer_AP(t16:1/28:4)+HCO2,746.59405,700.58855,486.39475,431.35365,385.34815,195.17485
Cer_AP(t16:1/29:0)+HCO2,768.67235,722.66685,508.47295,453.43185,407.42635,195.17485
Cer_AP(t16:1/29:1)+HCO2,766.65665,720.65115,506.45735,451.41625,405.41075,195.17485
Cer_AP(t16:1/29:2)+HCO2,764.64095,718.63545,504.44165,449.40055,403.39505,195.17485
Cer_AP(t16:1/29:3)+HCO2,762.62535,716.61985,502.42605,447.38495,401.37945,195.17485
Cer_AP(t16:1/29:4)+HCO2,760.60965,714.60415,500.41045,445.36925,399.36385,195.17485
Cer_AP(t16:1/30:0)+HCO2,782.68795,736.68245,522.48865,467.44755,421.44205,195.17485
Cer_AP(t16:1/30:1)+HCO2,780.67235,734.66685,520.47295,465.43185,419.42635,195.17485
Cer_AP(t16:1/30:2)+HCO2,778.65665,732.65115,518.45735,463.41625,417.41075,195.17485
Cer_AP(t16:1/30:3)+HCO2,776.64095,730.63545,516.44175,461.40055,415.39505,195.17485
Cer_AP(t16:1/30:4)+HCO2,774.62535,728.61985,514.42605,459.38495,413.37945,195.17485
Cer_AP(t16:1/31:0)+HCO2,796.70355,750.69815,536.50425,481.46315,435.45775,195.17485
Cer_AP(t16:1/31:1)+HCO2,794.68795,748.68245,534.48865,479.44755,433.44205,195.17485
Cer_AP(t16:1/31:2)+HCO2,792.67235,746.66685,532.47295,477.43185,431.42635,195.17485
Cer_AP(t16:1/31:3)+HCO2,790.65665,744.65115,530.45735,475.41625,429.41075,195.17485
Cer_AP(t16:1/31:4)+HCO2,788.64095,742.63545,528.44175,473.40055,427.39505,195.17485
Cer_AP(t16:1/32:0)+HCO2,810.71925,764.71375,550.51995,495.47885,449.47335,195.17485
Cer_AP(t16:1/32:1)+HCO2,808.70355,762.69815,548.50425,493.46315,447.45775,195.17485
Cer_AP(t16:1/32:2)+HCO2,806.68795,760.68245,546.48865,491.44755,445.44205,195.17485
Cer_AP(t16:1/32:3)+HCO2,804.67235,758.66685,544.47295,489.43185,443.42635,195.17485
Cer_AP(t16:1/32:4)+HCO2,802.65665,756.65115,542.45735,487.41625,441.41075,195.17485
Cer_AP(t16:1/33:0)+HCO2,824.73485,778.72945,564.53555,509.49445,463.48895,195.17485
Cer_AP(t16:1/33:1)+HCO2,822.71925,776.71375,562.51995,507.47885,461.47335,195.17485
Cer_AP(t16:1/33:2)+HCO2,820.70355,774.69815,560.50425,505.46315,459.45775,195.17485
Cer_AP(t16:1/33:3)+HCO2,818.68795,772.68245,558.48865,503.44755,457.44205,195.17485
Cer_AP(t16:1/33:4)+HCO2,816.67235,770.66685,556.47295,501.43185,455.42635,195.17485
Cer_AP(t16:1/34:0)+HCO2,838.75055,792.74505,578.55125,523.51015,477.50465,195.17485
Cer_AP(t16:1/34:1)+HCO2,836.73485,790.72945,576.53555,521.49455,475.48895,195.17485
Cer_AP(t16:1/34:2)+HCO2,834.71925,788.71375,574.51995,519.47885,473.47335,195.17485
Cer_AP(t16:1/34:3)+HCO2,832.70355,786.69815,572.50425,517.46315,471.45775,195.17485
Cer_AP(t16:1/34:4)+HCO2,830.68795,784.68245,570.48865,515.44755,469.44205,195.17485
Cer_AP(t16:1/35:0)+HCO2,852.76615,806.76065,592.56685,537.52575,491.52025,195.17485
Cer_AP(t16:1/35:1)+HCO2,850.75055,804.74505,590.55125,535.51015,489.50465,195.17485
Cer_AP(t16:1/35:2)+HCO2,848.73485,802.72945,588.53555,533.49455,487.48895,195.17485
Cer_AP(t16:1/35:3)+HCO2,846.71925,800.71375,586.51995,531.47885,485.47335,195.17485
Cer_AP(t16:1/35:4)+HCO2,844.70355,798.69815,584.50425,529.46315,483.45775,195.17485
Cer_AP(t16:1/36:0)+HCO2,866.78185,820.77635,606.58255,551.54145,505.53595,195.17485
Cer_AP(t16:1/36:1)+HCO2,864.76615,818.76065,604.56685,549.52575,503.52025,195.17485
Cer_AP(t16:1/36:2)+HCO2,862.75055,816.74505,602.55125,547.51015,501.50465,195.17485
Cer_AP(t16:1/36:3)+HCO2,860.73485,814.72945,600.53555,545.49455,499.48895,195.17485
Cer_AP(t16:1/36:4)+HCO2,858.71925,812.71375,598.51995,543.47885,497.47335,195.17485
Cer_AP(t17:1/14:0)+HCO2,572.45315,526.44765,298.23825,243.19715,197.19165,209.19055
Cer_AP(t17:1/14:1)+HCO2,570.43755,524.43205,296.22255,241.18145,195.17595,209.19055
Cer_AP(t17:1/14:2)+HCO2,568.42185,522.41635,294.20695,239.16585,193.16035,209.19055
Cer_AP(t17:1/14:3)+HCO2,566.40625,520.40075,292.19125,237.15015,191.14465,209.19055
Cer_AP(t17:1/15:0)+HCO2,586.46885,540.46335,312.25385,257.21275,211.20725,209.19055
Cer_AP(t17:1/15:1)+HCO2,584.45315,538.44765,310.23825,255.19715,209.19165,209.19055
Cer_AP(t17:1/15:2)+HCO2,582.43755,536.43205,308.22255,253.18145,207.17595,209.19055
Cer_AP(t17:1/15:3)+HCO2,580.42185,534.41635,306.20695,251.16585,205.16035,209.19055
Cer_AP(t17:1/16:0)+HCO2,600.48445,554.47905,326.26955,271.22845,225.22295,209.19055
Cer_AP(t17:1/16:1)+HCO2,598.46885,552.46335,324.25385,269.21275,223.20725,209.19055
Cer_AP(t17:1/16:2)+HCO2,596.45315,550.44765,322.23825,267.19715,221.19165,209.19055
Cer_AP(t17:1/16:3)+HCO2,594.43755,548.43205,320.22255,265.18145,219.17595,209.19055
Cer_AP(t17:1/16:4)+HCO2,592.42185,546.41635,318.20695,263.16585,217.16035,209.19055
Cer_AP(t17:1/17:0)+HCO2,614.50015,568.49465,340.28515,285.24405,239.23855,209.19055
Cer_AP(t17:1/17:1)+HCO2,612.48445,566.47905,338.26955,283.22845,237.22295,209.19055
Cer_AP(t17:1/17:2)+HCO2,610.46885,564.46335,336.25385,281.21275,235.20725,209.19055
Cer_AP(t17:1/17:3)+HCO2,608.45315,562.44765,334.23825,279.19715,233.19165,209.19055
Cer_AP(t17:1/18:0)+HCO2,628.51585,582.51035,354.30085,299.25975,253.25425,209.19055
Cer_AP(t17:1/18:1)+HCO2,626.50015,580.49465,352.28515,297.24405,251.23855,209.19055
Cer_AP(t17:1/18:2)+HCO2,624.48445,578.47905,350.26955,295.22845,249.22295,209.19055
Cer_AP(t17:1/18:3)+HCO2,622.46885,576.46335,348.25385,293.21275,247.20725,209.19055
Cer_AP(t17:1/18:4)+HCO2,620.45315,574.44765,346.23825,291.19715,245.19165,209.19055
Cer_AP(t17:1/19:0)+HCO2,642.53145,596.52595,368.31645,313.27535,267.26985,209.19055
Cer_AP(t17:1/19:1)+HCO2,640.51585,594.51035,366.30085,311.25975,265.25425,209.19055
Cer_AP(t17:1/19:2)+HCO2,638.50015,592.49465,364.28515,309.24405,263.23855,209.19055
Cer_AP(t17:1/19:3)+HCO2,636.48445,590.47905,362.26955,307.22845,261.22295,209.19055
Cer_AP(t17:1/19:4)+HCO2,634.46885,588.46335,360.25385,305.21275,259.20725,209.19055
Cer_AP(t17:1/20:0)+HCO2,656.54705,610.54165,382.33215,327.29105,281.28555,209.19055
Cer_AP(t17:1/20:1)+HCO2,654.53145,608.52595,380.31645,325.27535,279.26985,209.19055
Cer_AP(t17:1/20:2)+HCO2,652.51585,606.51035,378.30085,323.25975,277.25425,209.19055
Cer_AP(t17:1/20:3)+HCO2,650.50015,604.49465,376.28515,321.24405,275.23855,209.19055
Cer_AP(t17:1/20:4)+HCO2,648.48445,602.47905,374.26955,319.22845,273.22295,209.19055
Cer_AP(t17:1/21:0)+HCO2,670.56275,624.55725,396.34775,341.30665,295.30115,209.19055
Cer_AP(t17:1/21:1)+HCO2,668.54705,622.54165,394.33215,339.29105,293.28555,209.19055
Cer_AP(t17:1/21:2)+HCO2,666.53145,620.52595,392.31645,337.27535,291.26985,209.19055
Cer_AP(t17:1/21:3)+HCO2,664.51585,618.51035,390.30085,335.25975,289.25425,209.19055
Cer_AP(t17:1/21:4)+HCO2,662.50015,616.49465,388.28515,333.24405,287.23855,209.19055
Cer_AP(t17:1/22:0)+HCO2,684.57835,638.57285,410.36345,355.32235,309.31685,209.19055
Cer_AP(t17:1/22:1)+HCO2,682.56275,636.55725,408.34775,353.30665,307.30115,209.19055
Cer_AP(t17:1/22:2)+HCO2,680.54705,634.54165,406.33215,351.29105,305.28555,209.19055
Cer_AP(t17:1/22:3)+HCO2,678.53145,632.52595,404.31645,349.27535,303.26985,209.19055
Cer_AP(t17:1/22:4)+HCO2,676.51585,630.51035,402.30085,347.25975,301.25425,209.19055
Cer_AP(t17:1/23:0)+HCO2,698.59405,652.58855,424.37905,369.33795,323.33245,209.19055
Cer_AP(t17:1/23:1)+HCO2,696.57835,650.57285,422.36345,367.32235,321.31685,209.19055
Cer_AP(t17:1/23:2)+HCO2,694.56275,648.55725,420.34775,365.30665,319.30115,209.19055
Cer_AP(t17:1/23:3)+HCO2,692.54705,646.54165,418.33215,363.29105,317.28555,209.19055
Cer_AP(t17:1/23:4)+HCO2,690.53145,644.52595,416.31645,361.27535,315.26985,209.19055
Cer_AP(t17:1/24:0)+HCO2,712.60965,666.60415,438.39475,383.35365,337.34815,209.19055
Cer_AP(t17:1/24:1)+HCO2,710.59405,664.58855,436.37905,381.33795,335.33245,209.19055
Cer_AP(t17:1/24:2)+HCO2,708.57835,662.57285,434.36345,379.32235,333.31685,209.19055
Cer_AP(t17:1/24:3)+HCO2,706.56275,660.55725,432.34775,377.30665,331.30115,209.19055
Cer_AP(t17:1/24:4)+HCO2,704.54705,658.54165,430.33215,375.29105,329.28555,209.19055
Cer_AP(t17:1/25:0)+HCO2,726.62535,680.61985,452.41045,397.36925,351.36385,209.19055
Cer_AP(t17:1/25:1)+HCO2,724.60965,678.60415,450.39475,395.35365,349.34815,209.19055
Cer_AP(t17:1/25:2)+HCO2,722.59405,676.58855,448.37905,393.33795,347.33245,209.19055
Cer_AP(t17:1/25:3)+HCO2,720.57835,674.57285,446.36345,391.32235,345.31685,209.19055
Cer_AP(t17:1/25:4)+HCO2,718.56275,672.55725,444.34775,389.30665,343.30115,209.19055
Cer_AP(t17:1/26:0)+HCO2,740.64095,694.63545,466.42605,411.38495,365.37945,209.19055
Cer_AP(t17:1/26:1)+HCO2,738.62535,692.61985,464.41045,409.36925,363.36385,209.19055
Cer_AP(t17:1/26:2)+HCO2,736.60965,690.60415,462.39475,407.35365,361.34815,209.19055
Cer_AP(t17:1/26:3)+HCO2,734.59405,688.58855,460.37905,405.33795,359.33245,209.19055
Cer_AP(t17:1/26:4)+HCO2,732.57835,686.57285,458.36345,403.32235,357.31685,209.19055
Cer_AP(t17:1/27:0)+HCO2,754.65665,708.65115,480.44165,425.40055,379.39505,209.19055
Cer_AP(t17:1/27:1)+HCO2,752.64095,706.63545,478.42605,423.38495,377.37945,209.19055
Cer_AP(t17:1/27:2)+HCO2,750.62535,704.61985,476.41045,421.36925,375.36385,209.19055
Cer_AP(t17:1/27:3)+HCO2,748.60965,702.60415,474.39475,419.35365,373.34815,209.19055
Cer_AP(t17:1/27:4)+HCO2,746.59405,700.58855,472.37905,417.33795,371.33245,209.19055
Cer_AP(t17:1/28:0)+HCO2,768.67235,722.66685,494.45735,439.41625,393.41075,209.19055
Cer_AP(t17:1/28:1)+HCO2,766.65665,720.65115,492.44165,437.40055,391.39505,209.19055
Cer_AP(t17:1/28:2)+HCO2,764.64095,718.63545,490.42605,435.38495,389.37945,209.19055
Cer_AP(t17:1/28:3)+HCO2,762.62535,716.61985,488.41045,433.36925,387.36385,209.19055
Cer_AP(t17:1/28:4)+HCO2,760.60965,714.60415,486.39475,431.35365,385.34815,209.19055
Cer_AP(t17:1/29:0)+HCO2,782.68795,736.68245,508.47295,453.43185,407.42635,209.19055
Cer_AP(t17:1/29:1)+HCO2,780.67235,734.66685,506.45735,451.41625,405.41075,209.19055
Cer_AP(t17:1/29:2)+HCO2,778.65665,732.65115,504.44165,449.40055,403.39505,209.19055
Cer_AP(t17:1/29:3)+HCO2,776.64095,730.63545,502.42605,447.38495,401.37945,209.19055
Cer_AP(t17:1/29:4)+HCO2,774.62535,728.61985,500.41045,445.36925,399.36385,209.19055
Cer_AP(t17:1/30:0)+HCO2,796.70355,750.69815,522.48865,467.44755,421.44205,209.19055
Cer_AP(t17:1/30:1)+HCO2,794.68795,748.68245,520.47295,465.43185,419.42635,209.19055
Cer_AP(t17:1/30:2)+HCO2,792.67235,746.66685,518.45735,463.41625,417.41075,209.19055
Cer_AP(t17:1/30:3)+HCO2,790.65665,744.65115,516.44175,461.40055,415.39505,209.19055
Cer_AP(t17:1/30:4)+HCO2,788.64095,742.63545,514.42605,459.38495,413.37945,209.19055
Cer_AP(t17:1/31:0)+HCO2,810.71925,764.71375,536.50425,481.46315,435.45775,209.19055
Cer_AP(t17:1/31:1)+HCO2,808.70355,762.69815,534.48865,479.44755,433.44205,209.19055
Cer_AP(t17:1/31:2)+HCO2,806.68795,760.68245,532.47295,477.43185,431.42635,209.19055
Cer_AP(t17:1/31:3)+HCO2,804.67235,758.66685,530.45735,475.41625,429.41075,209.19055
Cer_AP(t17:1/31:4)+HCO2,802.65665,756.65115,528.44175,473.40055,427.39505,209.19055
Cer_AP(t17:1/32:0)+HCO2,824.73485,778.72945,550.51995,495.47885,449.47335,209.19055
Cer_AP(t17:1/32:1)+HCO2,822.71925,776.71375,548.50425,493.46315,447.45775,209.19055
Cer_AP(t17:1/32:2)+HCO2,820.70355,774.69815,546.48865,491.44755,445.44205,209.19055
Cer_AP(t17:1/32:3)+HCO2,818.68795,772.68245,544.47295,489.43185,443.42635,209.19055
Cer_AP(t17:1/32:4)+HCO2,816.67235,770.66685,542.45735,487.41625,441.41075,209.19055
Cer_AP(t17:1/33:0)+HCO2,838.75055,792.74505,564.53555,509.49445,463.48895,209.19055
Cer_AP(t17:1/33:1)+HCO2,836.73485,790.72945,562.51995,507.47885,461.47335,209.19055
Cer_AP(t17:1/33:2)+HCO2,834.71925,788.71375,560.50425,505.46315,459.45775,209.19055
Cer_AP(t17:1/33:3)+HCO2,832.70355,786.69815,558.48865,503.44755,457.44205,209.19055
Cer_AP(t17:1/33:4)+HCO2,830.68795,784.68245,556.47295,501.43185,455.42635,209.19055
Cer_AP(t17:1/34:0)+HCO2,852.76615,806.76065,578.55125,523.51015,477.50465,209.19055
Cer_AP(t17:1/34:1)+HCO2,850.75055,804.74505,576.53555,521.49455,475.48895,209.19055
Cer_AP(t17:1/34:2)+HCO2,848.73485,802.72945,574.51995,519.47885,473.47335,209.19055
Cer_AP(t17:1/34:3)+HCO2,846.71925,800.71375,572.50425,517.46315,471.45775,209.19055
Cer_AP(t17:1/34:4)+HCO2,844.70355,798.69815,570.48865,515.44755,469.44205,209.19055
Cer_AP(t17:1/35:0)+HCO2,866.78185,820.77635,592.56685,537.52575,491.52025,209.19055
Cer_AP(t17:1/35:1)+HCO2,864.76615,818.76065,590.55125,535.51015,489.50465,209.19055
Cer_AP(t17:1/35:2)+HCO2,862.75055,816.74505,588.53555,533.49455,487.48895,209.19055
Cer_AP(t17:1/35:3)+HCO2,860.73485,814.72945,586.51995,531.47885,485.47335,209.19055
Cer_AP(t17:1/35:4)+HCO2,858.71925,812.71375,584.50425,529.46315,483.45775,209.19055
Cer_AP(t17:1/36:0)+HCO2,880.79745,834.79195,606.58255,551.54145,505.53595,209.19055
Cer_AP(t17:1/36:1)+HCO2,878.78185,832.77635,604.56685,549.52575,503.52025,209.19055
Cer_AP(t17:1/36:2)+HCO2,876.76615,830.76065,602.55125,547.51015,501.50465,209.19055
Cer_AP(t17:1/36:3)+HCO2,874.75055,828.74505,600.53555,545.49455,499.48895,209.19055
Cer_AP(t17:1/36:4)+HCO2,872.73485,826.72945,598.51995,543.47885,497.47335,209.19055
Cer_AP(t18:1/14:0)+HCO2,586.46885,540.46335,298.23825,243.19715,197.19165,223.20615
Cer_AP(t18:1/14:1)+HCO2,584.45315,538.44765,296.22255,241.18145,195.17595,223.20615
Cer_AP(t18:1/14:2)+HCO2,582.43755,536.43205,294.20695,239.16585,193.16035,223.20615
Cer_AP(t18:1/14:3)+HCO2,580.42185,534.41635,292.19125,237.15015,191.14465,223.20615
Cer_AP(t18:1/15:0)+HCO2,600.48445,554.47905,312.25385,257.21275,211.20725,223.20615
Cer_AP(t18:1/15:1)+HCO2,598.46885,552.46335,310.23825,255.19715,209.19165,223.20615
Cer_AP(t18:1/15:2)+HCO2,596.45315,550.44765,308.22255,253.18145,207.17595,223.20615
Cer_AP(t18:1/15:3)+HCO2,594.43755,548.43205,306.20695,251.16585,205.16035,223.20615
Cer_AP(t18:1/16:0)+HCO2,614.50015,568.49465,326.26955,271.22845,225.22295,223.20615
Cer_AP(t18:1/16:1)+HCO2,612.48445,566.47905,324.25385,269.21275,223.20725,223.20615
Cer_AP(t18:1/16:2)+HCO2,610.46885,564.46335,322.23825,267.19715,221.19165,223.20615
Cer_AP(t18:1/16:3)+HCO2,608.45315,562.44765,320.22255,265.18145,219.17595,223.20615
Cer_AP(t18:1/16:4)+HCO2,606.43755,560.43205,318.20695,263.16585,217.16035,223.20615
Cer_AP(t18:1/17:0)+HCO2,628.51585,582.51035,340.28515,285.24405,239.23855,223.20615
Cer_AP(t18:1/17:1)+HCO2,626.50015,580.49465,338.26955,283.22845,237.22295,223.20615
Cer_AP(t18:1/17:2)+HCO2,624.48445,578.47905,336.25385,281.21275,235.20725,223.20615
Cer_AP(t18:1/17:3)+HCO2,622.46885,576.46335,334.23825,279.19715,233.19165,223.20615
Cer_AP(t18:1/18:0)+HCO2,642.53145,596.52595,354.30085,299.25975,253.25425,223.20615
Cer_AP(t18:1/18:1)+HCO2,640.51585,594.51035,352.28515,297.24405,251.23855,223.20615
Cer_AP(t18:1/18:2)+HCO2,638.50015,592.49465,350.26955,295.22845,249.22295,223.20615
Cer_AP(t18:1/18:3)+HCO2,636.48445,590.47905,348.25385,293.21275,247.20725,223.20615
Cer_AP(t18:1/18:4)+HCO2,634.46885,588.46335,346.23825,291.19715,245.19165,223.20615
Cer_AP(t18:1/19:0)+HCO2,656.54705,610.54165,368.31645,313.27535,267.26985,223.20615
Cer_AP(t18:1/19:1)+HCO2,654.53145,608.52595,366.30085,311.25975,265.25425,223.20615
Cer_AP(t18:1/19:2)+HCO2,652.51585,606.51035,364.28515,309.24405,263.23855,223.20615
Cer_AP(t18:1/19:3)+HCO2,650.50015,604.49465,362.26955,307.22845,261.22295,223.20615
Cer_AP(t18:1/19:4)+HCO2,648.48445,602.47905,360.25385,305.21275,259.20725,223.20615
Cer_AP(t18:1/20:0)+HCO2,670.56275,624.55725,382.33215,327.29105,281.28555,223.20615
Cer_AP(t18:1/20:1)+HCO2,668.54705,622.54165,380.31645,325.27535,279.26985,223.20615
Cer_AP(t18:1/20:2)+HCO2,666.53145,620.52595,378.30085,323.25975,277.25425,223.20615
Cer_AP(t18:1/20:3)+HCO2,664.51585,618.51035,376.28515,321.24405,275.23855,223.20615
Cer_AP(t18:1/20:4)+HCO2,662.50015,616.49465,374.26955,319.22845,273.22295,223.20615
Cer_AP(t18:1/21:0)+HCO2,684.57835,638.57285,396.34775,341.30665,295.30115,223.20615
Cer_AP(t18:1/21:1)+HCO2,682.56275,636.55725,394.33215,339.29105,293.28555,223.20615
Cer_AP(t18:1/21:2)+HCO2,680.54705,634.54165,392.31645,337.27535,291.26985,223.20615
Cer_AP(t18:1/21:3)+HCO2,678.53145,632.52595,390.30085,335.25975,289.25425,223.20615
Cer_AP(t18:1/21:4)+HCO2,676.51585,630.51035,388.28515,333.24405,287.23855,223.20615
Cer_AP(t18:1/22:0)+HCO2,698.59405,652.58855,410.36345,355.32235,309.31685,223.20615
Cer_AP(t18:1/22:1)+HCO2,696.57835,650.57285,408.34775,353.30665,307.30115,223.20615
Cer_AP(t18:1/22:2)+HCO2,694.56275,648.55725,406.33215,351.29105,305.28555,223.20615
Cer_AP(t18:1/22:3)+HCO2,692.54705,646.54165,404.31645,349.27535,303.26985,223.20615
Cer_AP(t18:1/22:4)+HCO2,690.53145,644.52595,402.30085,347.25975,301.25425,223.20615
Cer_AP(t18:1/23:0)+HCO2,712.60965,666.60415,424.37905,369.33795,323.33245,223.20615
Cer_AP(t18:1/23:1)+HCO2,710.59405,664.58855,422.36345,367.32235,321.31685,223.20615
Cer_AP(t18:1/23:2)+HCO2,708.57835,662.57285,420.34775,365.30665,319.30115,223.20615
Cer_AP(t18:1/23:3)+HCO2,706.56275,660.55725,418.33215,363.29105,317.28555,223.20615
Cer_AP(t18:1/23:4)+HCO2,704.54705,658.54165,416.31645,361.27535,315.26985,223.20615
Cer_AP(t18:1/24:0)+HCO2,726.62535,680.61985,438.39475,383.35365,337.34815,223.20615
Cer_AP(t18:1/24:1)+HCO2,724.60965,678.60415,436.37905,381.33795,335.33245,223.20615
Cer_AP(t18:1/24:2)+HCO2,722.59405,676.58855,434.36345,379.32235,333.31685,223.20615
Cer_AP(t18:1/24:3)+HCO2,720.57835,674.57285,432.34775,377.30665,331.30115,223.20615
Cer_AP(t18:1/24:4)+HCO2,718.56275,672.55725,430.33215,375.29105,329.28555,223.20615
Cer_AP(t18:1/25:0)+HCO2,740.64095,694.63545,452.41045,397.36925,351.36385,223.20615
Cer_AP(t18:1/25:1)+HCO2,738.62535,692.61985,450.39475,395.35365,349.34815,223.20615
Cer_AP(t18:1/25:2)+HCO2,736.60965,690.60415,448.37905,393.33795,347.33245,223.20615
Cer_AP(t18:1/25:3)+HCO2,734.59405,688.58855,446.36345,391.32235,345.31685,223.20615
Cer_AP(t18:1/25:4)+HCO2,732.57835,686.57285,444.34775,389.30665,343.30115,223.20615
Cer_AP(t18:1/26:0)+HCO2,754.65665,708.65115,466.42605,411.38495,365.37945,223.20615
Cer_AP(t18:1/26:1)+HCO2,752.64095,706.63545,464.41045,409.36925,363.36385,223.20615
Cer_AP(t18:1/26:2)+HCO2,750.62535,704.61985,462.39475,407.35365,361.34815,223.20615
Cer_AP(t18:1/26:3)+HCO2,748.60965,702.60415,460.37905,405.33795,359.33245,223.20615
Cer_AP(t18:1/26:4)+HCO2,746.59405,700.58855,458.36345,403.32235,357.31685,223.20615
Cer_AP(t18:1/27:0)+HCO2,768.67235,722.66685,480.44165,425.40055,379.39505,223.20615
Cer_AP(t18:1/27:1)+HCO2,766.65665,720.65115,478.42605,423.38495,377.37945,223.20615
Cer_AP(t18:1/27:2)+HCO2,764.64095,718.63545,476.41045,421.36925,375.36385,223.20615
Cer_AP(t18:1/27:3)+HCO2,762.62535,716.61985,474.39475,419.35365,373.34815,223.20615
Cer_AP(t18:1/27:4)+HCO2,760.60965,714.60415,472.37905,417.33795,371.33245,223.20615
Cer_AP(t18:1/28:0)+HCO2,782.68795,736.68245,494.45735,439.41625,393.41075,223.20615
Cer_AP(t18:1/28:1)+HCO2,780.67235,734.66685,492.44165,437.40055,391.39505,223.20615
Cer_AP(t18:1/28:2)+HCO2,778.65665,732.65115,490.42605,435.38495,389.37945,223.20615
Cer_AP(t18:1/28:3)+HCO2,776.64095,730.63545,488.41045,433.36925,387.36385,223.20615
Cer_AP(t18:1/28:4)+HCO2,774.62535,728.61985,486.39475,431.35365,385.34815,223.20615
Cer_AP(t18:1/29:0)+HCO2,796.70355,750.69815,508.47295,453.43185,407.42635,223.20615
Cer_AP(t18:1/29:1)+HCO2,794.68795,748.68245,506.45735,451.41625,405.41075,223.20615
Cer_AP(t18:1/29:2)+HCO2,792.67235,746.66685,504.44165,449.40055,403.39505,223.20615
Cer_AP(t18:1/29:3)+HCO2,790.65665,744.65115,502.42605,447.38495,401.37945,223.20615
Cer_AP(t18:1/29:4)+HCO2,788.64095,742.63545,500.41045,445.36925,399.36385,223.20615
Cer_AP(t18:1/30:0)+HCO2,810.71925,764.71375,522.48865,467.44755,421.44205,223.20615
Cer_AP(t18:1/30:1)+HCO2,808.70355,762.69815,520.47295,465.43185,419.42635,223.20615
Cer_AP(t18:1/30:2)+HCO2,806.68795,760.68245,518.45735,463.41625,417.41075,223.20615
Cer_AP(t18:1/30:3)+HCO2,804.67235,758.66685,516.44175,461.40055,415.39505,223.20615
