GlcCer_NS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
GlcCer_NS(d19:1/36:0)+H,994.90158,832.84878,814.83818,796.82768,296.29478,278.28428,536.57672,266.28428
GlcCer_NS(d19:1/36:1)+H,992.88592,830.83312,812.82252,794.81202,296.29478,278.28428,534.56106,266.28428
GlcCer_NS(d19:1/36:2)+H,990.87026,828.81746,810.80686,792.79636,296.29478,278.28428,532.5454,266.28428
GlcCer_NS(d19:1/36:3)+H,988.8546,826.8018,808.7912,790.7807,296.29478,278.28428,530.52974,266.28428
GlcCer_NS(d19:1/36:4)+H,986.83894,824.78614,806.77554,788.76504,296.29478,278.28428,528.51408,266.28428
GlcCer_NS(d20:1/14:0)+H,700.57272,538.51992,520.50932,502.49882,310.31044,292.29994,228.2322,280.29994
GlcCer_NS(d20:1/14:1)+H,698.55706,536.50426,518.49366,500.48316,310.31044,292.29994,226.21654,280.29994
GlcCer_NS(d20:1/14:2)+H,696.5414,534.4886,516.478,498.4675,310.31044,292.29994,224.20088,280.29994
GlcCer_NS(d20:1/14:3)+H,694.52574,532.47294,514.46234,496.45184,310.31044,292.29994,222.18522,280.29994
GlcCer_NS(d20:1/15:0)+H,714.58838,552.53558,534.52498,516.51448,310.31044,292.29994,242.24786,280.29994
GlcCer_NS(d20:1/15:1)+H,712.57272,550.51992,532.50932,514.49882,310.31044,292.29994,240.2322,280.29994
GlcCer_NS(d20:1/15:2)+H,710.55706,548.50426,530.49366,512.48316,310.31044,292.29994,238.21654,280.29994
GlcCer_NS(d20:1/15:3)+H,708.5414,546.4886,528.478,510.4675,310.31044,292.29994,236.20088,280.29994
GlcCer_NS(d20:1/16:0)+H,728.60404,566.55124,548.54064,530.53014,310.31044,292.29994,256.26352,280.29994
GlcCer_NS(d20:1/16:1)+H,726.58838,564.53558,546.52498,528.51448,310.31044,292.29994,254.24786,280.29994
GlcCer_NS(d20:1/16:2)+H,724.57272,562.51992,544.50932,526.49882,310.31044,292.29994,252.2322,280.29994
GlcCer_NS(d20:1/16:3)+H,722.55706,560.50426,542.49366,524.48316,310.31044,292.29994,250.21654,280.29994
GlcCer_NS(d20:1/16:4)+H,720.5414,558.4886,540.478,522.4675,310.31044,292.29994,248.20088,280.29994
GlcCer_NS(d20:1/17:0)+H,742.6197,580.5669,562.5563,544.5458,310.31044,292.29994,270.27918,280.29994
GlcCer_NS(d20:1/17:1)+H,740.60404,578.55124,560.54064,542.53014,310.31044,292.29994,268.26352,280.29994
GlcCer_NS(d20:1/17:2)+H,738.58838,576.53558,558.52498,540.51448,310.31044,292.29994,266.24786,280.29994
GlcCer_NS(d20:1/17:3)+H,736.57272,574.51992,556.50932,538.49882,310.31044,292.29994,264.2322,280.29994
GlcCer_NS(d20:1/18:0)+H,756.63536,594.58256,576.57196,558.56146,310.31044,292.29994,284.29484,280.29994
GlcCer_NS(d20:1/18:1)+H,754.6197,592.5669,574.5563,556.5458,310.31044,292.29994,282.27918,280.29994
GlcCer_NS(d20:1/18:2)+H,752.60404,590.55124,572.54064,554.53014,310.31044,292.29994,280.26352,280.29994
GlcCer_NS(d20:1/18:3)+H,750.58838,588.53558,570.52498,552.51448,310.31044,292.29994,278.24786,280.29994
GlcCer_NS(d20:1/18:4)+H,748.57272,586.51992,568.50932,550.49882,310.31044,292.29994,276.2322,280.29994
GlcCer_NS(d20:1/19:0)+H,770.65102,608.59822,590.58762,572.57712,310.31044,292.29994,298.3105,280.29994
GlcCer_NS(d20:1/19:1)+H,768.63536,606.58256,588.57196,570.56146,310.31044,292.29994,296.29484,280.29994
GlcCer_NS(d20:1/19:2)+H,766.6197,604.5669,586.5563,568.5458,310.31044,292.29994,294.27918,280.29994
GlcCer_NS(d20:1/19:3)+H,764.60404,602.55124,584.54064,566.53014,310.31044,292.29994,292.26352,280.29994
GlcCer_NS(d20:1/19:4)+H,762.58838,600.53558,582.52498,564.51448,310.31044,292.29994,290.24786,280.29994
GlcCer_NS(d20:1/20:0)+H,784.66668,622.61388,604.60328,586.59278,310.31044,292.29994,312.32616,280.29994
GlcCer_NS(d20:1/20:1)+H,782.65102,620.59822,602.58762,584.57712,310.31044,292.29994,310.3105,280.29994
GlcCer_NS(d20:1/20:2)+H,780.63536,618.58256,600.57196,582.56146,310.31044,292.29994,308.29484,280.29994
GlcCer_NS(d20:1/20:3)+H,778.6197,616.5669,598.5563,580.5458,310.31044,292.29994,306.27918,280.29994
GlcCer_NS(d20:1/20:4)+H,776.60404,614.55124,596.54064,578.53014,310.31044,292.29994,304.26352,280.29994
GlcCer_NS(d20:1/21:0)+H,798.68234,636.62954,618.61894,600.60844,310.31044,292.29994,326.34182,280.29994
GlcCer_NS(d20:1/21:1)+H,796.66668,634.61388,616.60328,598.59278,310.31044,292.29994,324.32616,280.29994
GlcCer_NS(d20:1/21:2)+H,794.65102,632.59822,614.58762,596.57712,310.31044,292.29994,322.3105,280.29994
GlcCer_NS(d20:1/21:3)+H,792.63536,630.58256,612.57196,594.56146,310.31044,292.29994,320.29484,280.29994
GlcCer_NS(d20:1/21:4)+H,790.6197,628.5669,610.5563,592.5458,310.31044,292.29994,318.27918,280.29994
GlcCer_NS(d20:1/22:0)+H,812.698,650.6452,632.6346,614.6241,310.31044,292.29994,340.35748,280.29994
GlcCer_NS(d20:1/22:1)+H,810.68234,648.62954,630.61894,612.60844,310.31044,292.29994,338.34182,280.29994
GlcCer_NS(d20:1/22:2)+H,808.66668,646.61388,628.60328,610.59278,310.31044,292.29994,336.32616,280.29994
GlcCer_NS(d20:1/22:3)+H,806.65102,644.59822,626.58762,608.57712,310.31044,292.29994,334.3105,280.29994
GlcCer_NS(d20:1/22:4)+H,804.63536,642.58256,624.57196,606.56146,310.31044,292.29994,332.29484,280.29994
GlcCer_NS(d20:1/23:0)+H,826.71366,664.66086,646.65026,628.63976,310.31044,292.29994,354.37314,280.29994
GlcCer_NS(d20:1/23:1)+H,824.698,662.6452,644.6346,626.6241,310.31044,292.29994,352.35748,280.29994
GlcCer_NS(d20:1/23:2)+H,822.68234,660.62954,642.61894,624.60844,310.31044,292.29994,350.34182,280.29994
GlcCer_NS(d20:1/23:3)+H,820.66668,658.61388,640.60328,622.59278,310.31044,292.29994,348.32616,280.29994
GlcCer_NS(d20:1/23:4)+H,818.65102,656.59822,638.58762,620.57712,310.31044,292.29994,346.3105,280.29994
GlcCer_NS(d20:1/24:0)+H,840.72932,678.67652,660.66592,642.65542,310.31044,292.29994,368.3888,280.29994
GlcCer_NS(d20:1/24:1)+H,838.71366,676.66086,658.65026,640.63976,310.31044,292.29994,366.37314,280.29994
GlcCer_NS(d20:1/24:2)+H,836.698,674.6452,656.6346,638.6241,310.31044,292.29994,364.35748,280.29994
GlcCer_NS(d20:1/24:3)+H,834.68234,672.62954,654.61894,636.60844,310.31044,292.29994,362.34182,280.29994
GlcCer_NS(d20:1/24:4)+H,832.66668,670.61388,652.60328,634.59278,310.31044,292.29994,360.32616,280.29994
GlcCer_NS(d20:1/25:0)+H,854.74498,692.69218,674.68158,656.67108,310.31044,292.29994,382.40446,280.29994
GlcCer_NS(d20:1/25:1)+H,852.72932,690.67652,672.66592,654.65542,310.31044,292.29994,380.3888,280.29994
GlcCer_NS(d20:1/25:2)+H,850.71366,688.66086,670.65026,652.63976,310.31044,292.29994,378.37314,280.29994
GlcCer_NS(d20:1/25:3)+H,848.698,686.6452,668.6346,650.6241,310.31044,292.29994,376.35748,280.29994
GlcCer_NS(d20:1/25:4)+H,846.68234,684.62954,666.61894,648.60844,310.31044,292.29994,374.34182,280.29994
GlcCer_NS(d20:1/26:0)+H,868.76064,706.70784,688.69724,670.68674,310.31044,292.29994,396.42012,280.29994
GlcCer_NS(d20:1/26:1)+H,866.74498,704.69218,686.68158,668.67108,310.31044,292.29994,394.40446,280.29994
GlcCer_NS(d20:1/26:2)+H,864.72932,702.67652,684.66592,666.65542,310.31044,292.29994,392.3888,280.29994
GlcCer_NS(d20:1/26:3)+H,862.71366,700.66086,682.65026,664.63976,310.31044,292.29994,390.37314,280.29994
GlcCer_NS(d20:1/26:4)+H,860.698,698.6452,680.6346,662.6241,310.31044,292.29994,388.35748,280.29994
GlcCer_NS(d20:1/27:0)+H,882.7763,720.7235,702.7129,684.7024,310.31044,292.29994,410.43578,280.29994
GlcCer_NS(d20:1/27:1)+H,880.76064,718.70784,700.69724,682.68674,310.31044,292.29994,408.42012,280.29994
GlcCer_NS(d20:1/27:2)+H,878.74498,716.69218,698.68158,680.67108,310.31044,292.29994,406.40446,280.29994
GlcCer_NS(d20:1/27:3)+H,876.72932,714.67652,696.66592,678.65542,310.31044,292.29994,404.3888,280.29994
GlcCer_NS(d20:1/27:4)+H,874.71366,712.66086,694.65026,676.63976,310.31044,292.29994,402.37314,280.29994
GlcCer_NS(d20:1/28:0)+H,896.79196,734.73916,716.72856,698.71806,310.31044,292.29994,424.45144,280.29994
GlcCer_NS(d20:1/28:1)+H,894.7763,732.7235,714.7129,696.7024,310.31044,292.29994,422.43578,280.29994
GlcCer_NS(d20:1/28:2)+H,892.76064,730.70784,712.69724,694.68674,310.31044,292.29994,420.42012,280.29994
GlcCer_NS(d20:1/28:3)+H,890.74498,728.69218,710.68158,692.67108,310.31044,292.29994,418.40446,280.29994
GlcCer_NS(d20:1/28:4)+H,888.72932,726.67652,708.66592,690.65542,310.31044,292.29994,416.3888,280.29994
GlcCer_NS(d20:1/29:0)+H,910.80762,748.75482,730.74422,712.73372,310.31044,292.29994,438.4671,280.29994
GlcCer_NS(d20:1/29:1)+H,908.79196,746.73916,728.72856,710.71806,310.31044,292.29994,436.45144,280.29994
GlcCer_NS(d20:1/29:2)+H,906.7763,744.7235,726.7129,708.7024,310.31044,292.29994,434.43578,280.29994
GlcCer_NS(d20:1/29:3)+H,904.76064,742.70784,724.69724,706.68674,310.31044,292.29994,432.42012,280.29994
GlcCer_NS(d20:1/29:4)+H,902.74498,740.69218,722.68158,704.67108,310.31044,292.29994,430.40446,280.29994
GlcCer_NS(d20:1/30:0)+H,924.82328,762.77048,744.75988,726.74938,310.31044,292.29994,452.48276,280.29994
GlcCer_NS(d20:1/30:1)+H,922.80762,760.75482,742.74422,724.73372,310.31044,292.29994,450.4671,280.29994
GlcCer_NS(d20:1/30:2)+H,920.79196,758.73916,740.72856,722.71806,310.31044,292.29994,448.45144,280.29994
GlcCer_NS(d20:1/30:3)+H,918.7763,756.7235,738.7129,720.7024,310.31044,292.29994,446.43578,280.29994
GlcCer_NS(d20:1/30:4)+H,916.76064,754.70784,736.69724,718.68674,310.31044,292.29994,444.42012,280.29994
GlcCer_NS(d20:1/31:0)+H,938.83894,776.78614,758.77554,740.76504,310.31044,292.29994,466.49842,280.29994
GlcCer_NS(d20:1/31:1)+H,936.82328,774.77048,756.75988,738.74938,310.31044,292.29994,464.48276,280.29994
GlcCer_NS(d20:1/31:2)+H,934.80762,772.75482,754.74422,736.73372,310.31044,292.29994,462.4671,280.29994
GlcCer_NS(d20:1/31:3)+H,932.79196,770.73916,752.72856,734.71806,310.31044,292.29994,460.45144,280.29994
GlcCer_NS(d20:1/31:4)+H,930.7763,768.7235,750.7129,732.7024,310.31044,292.29994,458.43578,280.29994
GlcCer_NS(d20:1/32:0)+H,952.8546,790.8018,772.7912,754.7807,310.31044,292.29994,480.51408,280.29994
GlcCer_NS(d20:1/32:1)+H,950.83894,788.78614,770.77554,752.76504,310.31044,292.29994,478.49842,280.29994
GlcCer_NS(d20:1/32:2)+H,948.82328,786.77048,768.75988,750.74938,310.31044,292.29994,476.48276,280.29994
GlcCer_NS(d20:1/32:3)+H,946.80762,784.75482,766.74422,748.73372,310.31044,292.29994,474.4671,280.29994
GlcCer_NS(d20:1/32:4)+H,944.79196,782.73916,764.72856,746.71806,310.31044,292.29994,472.45144,280.29994
GlcCer_NS(d20:1/33:0)+H,966.87026,804.81746,786.80686,768.79636,310.31044,292.29994,494.52974,280.29994
GlcCer_NS(d20:1/33:1)+H,964.8546,802.8018,784.7912,766.7807,310.31044,292.29994,492.51408,280.29994
GlcCer_NS(d20:1/33:2)+H,962.83894,800.78614,782.77554,764.76504,310.31044,292.29994,490.49842,280.29994
GlcCer_NS(d20:1/33:3)+H,960.82328,798.77048,780.75988,762.74938,310.31044,292.29994,488.48276,280.29994
GlcCer_NS(d20:1/33:4)+H,958.80762,796.75482,778.74422,760.73372,310.31044,292.29994,486.4671,280.29994
GlcCer_NS(d20:1/34:0)+H,980.88592,818.83312,800.82252,782.81202,310.31044,292.29994,508.5454,280.29994
GlcCer_NS(d20:1/34:1)+H,978.87026,816.81746,798.80686,780.79636,310.31044,292.29994,506.52974,280.29994
GlcCer_NS(d20:1/34:2)+H,976.8546,814.8018,796.7912,778.7807,310.31044,292.29994,504.51408,280.29994
GlcCer_NS(d20:1/34:3)+H,974.83894,812.78614,794.77554,776.76504,310.31044,292.29994,502.49842,280.29994
GlcCer_NS(d20:1/34:4)+H,972.82328,810.77048,792.75988,774.74938,310.31044,292.29994,500.48276,280.29994
GlcCer_NS(d20:1/35:0)+H,994.90158,832.84878,814.83818,796.82768,310.31044,292.29994,522.56106,280.29994
GlcCer_NS(d20:1/35:1)+H,992.88592,830.83312,812.82252,794.81202,310.31044,292.29994,520.5454,280.29994
GlcCer_NS(d20:1/35:2)+H,990.87026,828.81746,810.80686,792.79636,310.31044,292.29994,518.52974,280.29994
GlcCer_NS(d20:1/35:3)+H,988.8546,826.8018,808.7912,790.7807,310.31044,292.29994,516.51408,280.29994
GlcCer_NS(d20:1/35:4)+H,986.83894,824.78614,806.77554,788.76504,310.31044,292.29994,514.49842,280.29994
GlcCer_NS(d20:1/36:0)+H,1008.91724,846.86444,828.85384,810.84334,310.31044,292.29994,536.57672,280.29994
GlcCer_NS(d20:1/36:1)+H,1006.90158,844.84878,826.83818,808.82768,310.31044,292.29994,534.56106,280.29994
GlcCer_NS(d20:1/36:2)+H,1004.88592,842.83312,824.82252,806.81202,310.31044,292.29994,532.5454,280.29994
GlcCer_NS(d20:1/36:3)+H,1002.87026,840.81746,822.80686,804.79636,310.31044,292.29994,530.52974,280.29994
GlcCer_NS(d20:1/36:4)+H,1000.8546,838.8018,820.7912,802.7807,310.31044,292.29994,528.51408,280.29994
GlcCer_NS(d21:1/14:0)+H,714.58838,552.53558,534.52498,516.51448,324.3261,306.3156,228.2322,294.3156
GlcCer_NS(d21:1/14:1)+H,712.57272,550.51992,532.50932,514.49882,324.3261,306.3156,226.21654,294.3156
GlcCer_NS(d21:1/14:2)+H,710.55706,548.50426,530.49366,512.48316,324.3261,306.3156,224.20088,294.3156
GlcCer_NS(d21:1/14:3)+H,708.5414,546.4886,528.478,510.4675,324.3261,306.3156,222.18522,294.3156
GlcCer_NS(d21:1/15:0)+H,728.60404,566.55124,548.54064,530.53014,324.3261,306.3156,242.24786,294.3156
GlcCer_NS(d21:1/15:1)+H,726.58838,564.53558,546.52498,528.51448,324.3261,306.3156,240.2322,294.3156
GlcCer_NS(d21:1/15:2)+H,724.57272,562.51992,544.50932,526.49882,324.3261,306.3156,238.21654,294.3156
GlcCer_NS(d21:1/15:3)+H,722.55706,560.50426,542.49366,524.48316,324.3261,306.3156,236.20088,294.3156
GlcCer_NS(d21:1/16:0)+H,742.6197,580.5669,562.5563,544.5458,324.3261,306.3156,256.26352,294.3156
GlcCer_NS(d21:1/16:1)+H,740.60404,578.55124,560.54064,542.53014,324.3261,306.3156,254.24786,294.3156
GlcCer_NS(d21:1/16:2)+H,738.58838,576.53558,558.52498,540.51448,324.3261,306.3156,252.2322,294.3156
GlcCer_NS(d21:1/16:3)+H,736.57272,574.51992,556.50932,538.49882,324.3261,306.3156,250.21654,294.3156
GlcCer_NS(d21:1/16:4)+H,734.55706,572.50426,554.49366,536.48316,324.3261,306.3156,248.20088,294.3156
GlcCer_NS(d21:1/17:0)+H,756.63536,594.58256,576.57196,558.56146,324.3261,306.3156,270.27918,294.3156
GlcCer_NS(d21:1/17:1)+H,754.6197,592.5669,574.5563,556.5458,324.3261,306.3156,268.26352,294.3156
GlcCer_NS(d21:1/17:2)+H,752.60404,590.55124,572.54064,554.53014,324.3261,306.3156,266.24786,294.3156
GlcCer_NS(d21:1/17:3)+H,750.58838,588.53558,570.52498,552.51448,324.3261,306.3156,264.2322,294.3156
GlcCer_NS(d21:1/18:0)+H,770.65102,608.59822,590.58762,572.57712,324.3261,306.3156,284.29484,294.3156
GlcCer_NS(d21:1/18:1)+H,768.63536,606.58256,588.57196,570.56146,324.3261,306.3156,282.27918,294.3156
GlcCer_NS(d21:1/18:2)+H,766.6197,604.5669,586.5563,568.5458,324.3261,306.3156,280.26352,294.3156
GlcCer_NS(d21:1/18:3)+H,764.60404,602.55124,584.54064,566.53014,324.3261,306.3156,278.24786,294.3156
GlcCer_NS(d21:1/18:4)+H,762.58838,600.53558,582.52498,564.51448,324.3261,306.3156,276.2322,294.3156
GlcCer_NS(d21:1/19:0)+H,784.66668,622.61388,604.60328,586.59278,324.3261,306.3156,298.3105,294.3156
GlcCer_NS(d21:1/19:1)+H,782.65102,620.59822,602.58762,584.57712,324.3261,306.3156,296.29484,294.3156
GlcCer_NS(d21:1/19:2)+H,780.63536,618.58256,600.57196,582.56146,324.3261,306.3156,294.27918,294.3156
GlcCer_NS(d21:1/19:3)+H,778.6197,616.5669,598.5563,580.5458,324.3261,306.3156,292.26352,294.3156
GlcCer_NS(d21:1/19:4)+H,776.60404,614.55124,596.54064,578.53014,324.3261,306.3156,290.24786,294.3156
GlcCer_NS(d21:1/20:0)+H,798.68234,636.62954,618.61894,600.60844,324.3261,306.3156,312.32616,294.3156
GlcCer_NS(d21:1/20:1)+H,796.66668,634.61388,616.60328,598.59278,324.3261,306.3156,310.3105,294.3156
GlcCer_NS(d21:1/20:2)+H,794.65102,632.59822,614.58762,596.57712,324.3261,306.3156,308.29484,294.3156
GlcCer_NS(d21:1/20:3)+H,792.63536,630.58256,612.57196,594.56146,324.3261,306.3156,306.27918,294.3156
GlcCer_NS(d21:1/20:4)+H,790.6197,628.5669,610.5563,592.5458,324.3261,306.3156,304.26352,294.3156
GlcCer_NS(d21:1/21:0)+H,812.698,650.6452,632.6346,614.6241,324.3261,306.3156,326.34182,294.3156
GlcCer_NS(d21:1/21:1)+H,810.68234,648.62954,630.61894,612.60844,324.3261,306.3156,324.32616,294.3156
GlcCer_NS(d21:1/21:2)+H,808.66668,646.61388,628.60328,610.59278,324.3261,306.3156,322.3105,294.3156
GlcCer_NS(d21:1/21:3)+H,806.65102,644.59822,626.58762,608.57712,324.3261,306.3156,320.29484,294.3156
GlcCer_NS(d21:1/21:4)+H,804.63536,642.58256,624.57196,606.56146,324.3261,306.3156,318.27918,294.3156
GlcCer_NS(d21:1/22:0)+H,826.71366,664.66086,646.65026,628.63976,324.3261,306.3156,340.35748,294.3156
GlcCer_NS(d21:1/22:1)+H,824.698,662.6452,644.6346,626.6241,324.3261,306.3156,338.34182,294.3156
GlcCer_NS(d21:1/22:2)+H,822.68234,660.62954,642.61894,624.60844,324.3261,306.3156,336.32616,294.3156
GlcCer_NS(d21:1/22:3)+H,820.66668,658.61388,640.60328,622.59278,324.3261,306.3156,334.3105,294.3156
GlcCer_NS(d21:1/22:4)+H,818.65102,656.59822,638.58762,620.57712,324.3261,306.3156,332.29484,294.3156
GlcCer_NS(d21:1/23:0)+H,840.72932,678.67652,660.66592,642.65542,324.3261,306.3156,354.37314,294.3156
GlcCer_NS(d21:1/23:1)+H,838.71366,676.66086,658.65026,640.63976,324.3261,306.3156,352.35748,294.3156
GlcCer_NS(d21:1/23:2)+H,836.698,674.6452,656.6346,638.6241,324.3261,306.3156,350.34182,294.3156
GlcCer_NS(d21:1/23:3)+H,834.68234,672.62954,654.61894,636.60844,324.3261,306.3156,348.32616,294.3156
GlcCer_NS(d21:1/23:4)+H,832.66668,670.61388,652.60328,634.59278,324.3261,306.3156,346.3105,294.3156
GlcCer_NS(d21:1/24:0)+H,854.74498,692.69218,674.68158,656.67108,324.3261,306.3156,368.3888,294.3156
GlcCer_NS(d21:1/24:1)+H,852.72932,690.67652,672.66592,654.65542,324.3261,306.3156,366.37314,294.3156
GlcCer_NS(d21:1/24:2)+H,850.71366,688.66086,670.65026,652.63976,324.3261,306.3156,364.35748,294.3156
GlcCer_NS(d21:1/24:3)+H,848.698,686.6452,668.6346,650.6241,324.3261,306.3156,362.34182,294.3156
GlcCer_NS(d21:1/24:4)+H,846.68234,684.62954,666.61894,648.60844,324.3261,306.3156,360.32616,294.3156
GlcCer_NS(d21:1/25:0)+H,868.76064,706.70784,688.69724,670.68674,324.3261,306.3156,382.40446,294.3156
GlcCer_NS(d21:1/25:1)+H,866.74498,704.69218,686.68158,668.67108,324.3261,306.3156,380.3888,294.3156
GlcCer_NS(d21:1/25:2)+H,864.72932,702.67652,684.66592,666.65542,324.3261,306.3156,378.37314,294.3156
GlcCer_NS(d21:1/25:3)+H,862.71366,700.66086,682.65026,664.63976,324.3261,306.3156,376.35748,294.3156
GlcCer_NS(d21:1/25:4)+H,860.698,698.6452,680.6346,662.6241,324.3261,306.3156,374.34182,294.3156
GlcCer_NS(d21:1/26:0)+H,882.7763,720.7235,702.7129,684.7024,324.3261,306.3156,396.42012,294.3156
GlcCer_NS(d21:1/26:1)+H,880.76064,718.70784,700.69724,682.68674,324.3261,306.3156,394.40446,294.3156
GlcCer_NS(d21:1/26:2)+H,878.74498,716.69218,698.68158,680.67108,324.3261,306.3156,392.3888,294.3156
GlcCer_NS(d21:1/26:3)+H,876.72932,714.67652,696.66592,678.65542,324.3261,306.3156,390.37314,294.3156
GlcCer_NS(d21:1/26:4)+H,874.71366,712.66086,694.65026,676.63976,324.3261,306.3156,388.35748,294.3156
GlcCer_NS(d21:1/27:0)+H,896.79196,734.73916,716.72856,698.71806,324.3261,306.3156,410.43578,294.3156
GlcCer_NS(d21:1/27:1)+H,894.7763,732.7235,714.7129,696.7024,324.3261,306.3156,408.42012,294.3156
GlcCer_NS(d21:1/27:2)+H,892.76064,730.70784,712.69724,694.68674,324.3261,306.3156,406.40446,294.3156
GlcCer_NS(d21:1/27:3)+H,890.74498,728.69218,710.68158,692.67108,324.3261,306.3156,404.3888,294.3156
GlcCer_NS(d21:1/27:4)+H,888.72932,726.67652,708.66592,690.65542,324.3261,306.3156,402.37314,294.3156
GlcCer_NS(d21:1/28:0)+H,910.80762,748.75482,730.74422,712.73372,324.3261,306.3156,424.45144,294.3156
GlcCer_NS(d21:1/28:1)+H,908.79196,746.73916,728.72856,710.71806,324.3261,306.3156,422.43578,294.3156
GlcCer_NS(d21:1/28:2)+H,906.7763,744.7235,726.7129,708.7024,324.3261,306.3156,420.42012,294.3156
GlcCer_NS(d21:1/28:3)+H,904.76064,742.70784,724.69724,706.68674,324.3261,306.3156,418.40446,294.3156
GlcCer_NS(d21:1/28:4)+H,902.74498,740.69218,722.68158,704.67108,324.3261,306.3156,416.3888,294.3156
GlcCer_NS(d21:1/29:0)+H,924.82328,762.77048,744.75988,726.74938,324.3261,306.3156,438.4671,294.3156
GlcCer_NS(d21:1/29:1)+H,922.80762,760.75482,742.74422,724.73372,324.3261,306.3156,436.45144,294.3156
GlcCer_NS(d21:1/29:2)+H,920.79196,758.73916,740.72856,722.71806,324.3261,306.3156,434.43578,294.3156
GlcCer_NS(d21:1/29:3)+H,918.7763,756.7235,738.7129,720.7024,324.3261,306.3156,432.42012,294.3156
GlcCer_NS(d21:1/29:4)+H,916.76064,754.70784,736.69724,718.68674,324.3261,306.3156,430.40446,294.3156
GlcCer_NS(d21:1/30:0)+H,938.83894,776.78614,758.77554,740.76504,324.3261,306.3156,452.48276,294.3156
GlcCer_NS(d21:1/30:1)+H,936.82328,774.77048,756.75988,738.74938,324.3261,306.3156,450.4671,294.3156
GlcCer_NS(d21:1/30:2)+H,934.80762,772.75482,754.74422,736.73372,324.3261,306.3156,448.45144,294.3156
GlcCer_NS(d21:1/30:3)+H,932.79196,770.73916,752.72856,734.71806,324.3261,306.3156,446.43578,294.3156
GlcCer_NS(d21:1/30:4)+H,930.7763,768.7235,750.7129,732.7024,324.3261,306.3156,444.42012,294.3156
GlcCer_NS(d21:1/31:0)+H,952.8546,790.8018,772.7912,754.7807,324.3261,306.3156,466.49842,294.3156
GlcCer_NS(d21:1/31:1)+H,950.83894,788.78614,770.77554,752.76504,324.3261,306.3156,464.48276,294.3156
GlcCer_NS(d21:1/31:2)+H,948.82328,786.77048,768.75988,750.74938,324.3261,306.3156,462.4671,294.3156
GlcCer_NS(d21:1/31:3)+H,946.80762,784.75482,766.74422,748.73372,324.3261,306.3156,460.45144,294.3156
GlcCer_NS(d21:1/31:4)+H,944.79196,782.73916,764.72856,746.71806,324.3261,306.3156,458.43578,294.3156
GlcCer_NS(d21:1/32:0)+H,966.87026,804.81746,786.80686,768.79636,324.3261,306.3156,480.51408,294.3156
GlcCer_NS(d21:1/32:1)+H,964.8546,802.8018,784.7912,766.7807,324.3261,306.3156,478.49842,294.3156
GlcCer_NS(d21:1/32:2)+H,962.83894,800.78614,782.77554,764.76504,324.3261,306.3156,476.48276,294.3156
GlcCer_NS(d21:1/32:3)+H,960.82328,798.77048,780.75988,762.74938,324.3261,306.3156,474.4671,294.3156
GlcCer_NS(d21:1/32:4)+H,958.80762,796.75482,778.74422,760.73372,324.3261,306.3156,472.45144,294.3156
GlcCer_NS(d21:1/33:0)+H,980.88592,818.83312,800.82252,782.81202,324.3261,306.3156,494.52974,294.3156
GlcCer_NS(d21:1/33:1)+H,978.87026,816.81746,798.80686,780.79636,324.3261,306.3156,492.51408,294.3156
GlcCer_NS(d21:1/33:2)+H,976.8546,814.8018,796.7912,778.7807,324.3261,306.3156,490.49842,294.3156
GlcCer_NS(d21:1/33:3)+H,974.83894,812.78614,794.77554,776.76504,324.3261,306.3156,488.48276,294.3156
GlcCer_NS(d21:1/33:4)+H,972.82328,810.77048,792.75988,774.74938,324.3261,306.3156,486.4671,294.3156
GlcCer_NS(d21:1/34:0)+H,994.90158,832.84878,814.83818,796.82768,324.3261,306.3156,508.5454,294.3156
GlcCer_NS(d21:1/34:1)+H,992.88592,830.83312,812.82252,794.81202,324.3261,306.3156,506.52974,294.3156
GlcCer_NS(d21:1/34:2)+H,990.87026,828.81746,810.80686,792.79636,324.3261,306.3156,504.51408,294.3156
GlcCer_NS(d21:1/34:3)+H,988.8546,826.8018,808.7912,790.7807,324.3261,306.3156,502.49842,294.3156
GlcCer_NS(d21:1/34:4)+H,986.83894,824.78614,806.77554,788.76504,324.3261,306.3156,500.48276,294.3156
GlcCer_NS(d21:1/35:0)+H,1008.91724,846.86444,828.85384,810.84334,324.3261,306.3156,522.56106,294.3156
GlcCer_NS(d21:1/35:1)+H,1006.90158,844.84878,826.83818,808.82768,324.3261,306.3156,520.5454,294.3156
GlcCer_NS(d21:1/35:2)+H,1004.88592,842.83312,824.82252,806.81202,324.3261,306.3156,518.52974,294.3156
GlcCer_NS(d21:1/35:3)+H,1002.87026,840.81746,822.80686,804.79636,324.3261,306.3156,516.51408,294.3156
GlcCer_NS(d21:1/35:4)+H,1000.8546,838.8018,820.7912,802.7807,324.3261,306.3156,514.49842,294.3156
GlcCer_NS(d21:1/36:0)+H,1022.9329,860.8801,842.8695,824.859,324.3261,306.3156,536.57672,294.3156
GlcCer_NS(d21:1/36:1)+H,1020.91724,858.86444,840.85384,822.84334,324.3261,306.3156,534.56106,294.3156
GlcCer_NS(d21:1/36:2)+H,1018.90158,856.84878,838.83818,820.82768,324.3261,306.3156,532.5454,294.3156
